sample_id,profile_id,time_s,altitude_m,air_density_kg_m3,ambient_temp_c,cooling_air_speed_mps,speed_rpm,torque_nm,voltage_v,current_a,winding_temp_c,output_power_w,input_power_w,copper_loss_w,iron_loss_w,mechanical_loss_w,total_loss_w,thermal_resistance_k_per_w,thermal_time_constant_s,steady_state_temp_c,temperature_margin_c,is_overheated,mission_segment
277,3,180.0,9297.5,0.41029,-45.039,29.244,5018.4,15.14656,348.174,24.9426,40.132,7959.915,8684.342,48.408,67.387,138.384,512.816,0.175672,548.71,45.049,24.868,0,cruise_high
278,3,185.0,9030.3,0.4234,-42.996,33.183,5131.7,15.432,348.872,26.0605,40.446,8293.013,9091.798,52.853,70.167,155.117,564.494,0.164917,535.134,50.099,24.554,0,cruise_high
279,3,190.0,9202.8,0.41489,-44.372,31.637,4711.6,13.60678,349.35,20.9864,38.291,6713.512,7331.59,34.286,59.593,145.416,447.625,0.168899,543.849,31.231,26.709,0,cruise_high
280,3,195.0,9205.9,0.41474,-46.153,29.306,4849.3,15.45375,539.532,15.6198,39.505,7847.604,8427.389,18.987,63.403,137.211,417.701,0.175488,544.007,27.149,25.495,0,cruise_high
281,3,200.0,9220.6,0.41402,-43.198,33.505,4997.1,16.69677,350.571,27.6584,40.798,8737.3,9696.23,59.506,68.458,155.244,654.855,0.164123,544.759,64.279,24.202,0,cruise_high
282,3,205.0,9231.3,0.4135,-48.051,34.945,4934.0,15.86774,351.682,25.6264,41.32,8198.699,9012.344,51.123,65.316,160.474,572.116,0.160705,545.308,43.891,23.68,0,cruise_high
283,3,210.0,9262.9,0.41197,-44.071,31.676,5400.2,16.64503,272.712,37.8036,39.752,9412.806,10309.492,111.264,77.482,151.491,646.285,0.168795,546.926,65.018,25.248,0,cruise_high
284,3,215.0,9210.0,0.41454,-45.197,32.524,4910.1,16.68028,348.565,26.2599,41.362,8576.669,9153.296,53.731,66.144,150.59,438.854,0.166579,544.219,27.907,23.638,0,cruise_high
285,3,220.0,9094.6,0.42021,-45.049,33.505,4944.9,16.35499,269.895,34.0671,41.103,8469.112,9194.531,90.389,66.384,154.804,539.191,0.164123,538.361,43.444,23.897,0,cruise_high
286,3,225.0,9226.7,0.41373,-45.186,32.683,5229.3,16.77289,347.967,28.9272,42.886,9185.012,10065.699,65.177,73.444,153.976,616.047,0.166173,545.07,57.184,22.114,0,cruise_high
287,3,230.0,8939.9,0.42792,-43.458,32.286,5132.5,17.27826,270.573,37.3865,41.411,9286.623,10115.778,108.929,71.318,151.536,605.338,0.167192,530.638,57.75,23.589,0,cruise_high
288,3,235.0,9177.2,0.41614,-44.138,29.552,5168.4,16.74614,538.728,18.5446,42.457,9063.528,9990.501,26.816,72.174,140.911,617.791,0.174757,542.545,63.825,22.543,0,cruise_high
289,3,240.0,9119.9,0.41896,-45.615,31.057,5020.7,15.74207,539.911,16.7403,43.059,8276.619,9038.306,21.868,68.216,145.655,525.01,0.170468,539.637,43.882,21.941,0,cruise_high
290,3,245.0,9059.5,0.42194,-42.583,30.522,5515.0,18.01316,349.263,33.3723,41.952,10403.046,11655.726,86.914,81.305,147.941,831.246,0.171955,536.596,100.354,23.048,0,cruise_high
291,3,250.0,8928.6,0.42849,-42.623,33.463,5315.3,16.81627,349.491,29.0293,43.187,9360.193,10145.49,65.894,75.478,157.865,566.57,0.164226,530.077,50.423,21.813,0,cruise_high
292,3,255.0,9029.1,0.42346,-44.977,33.911,5545.4,18.44715,274.599,43.2982,40.219,10712.407,11889.66,146.635,82.562,161.781,823.43,0.163138,535.073,89.356,24.781,0,cruise_high
293,3,260.0,8912.1,0.42932,-44.046,32.539,5448.4,17.86434,541.102,20.6933,41.401,10192.586,11197.2,33.546,79.632,155.388,673.393,0.166541,529.263,68.102,23.599,0,cruise_high
294,3,265.0,9027.0,0.42356,-42.34,33.319,5402.3,17.50451,350.249,31.2675,42.874,9902.714,10951.416,76.656,78.577,158.083,717.779,0.16458,534.968,75.792,22.126,0,cruise_high
295,3,270.0,8807.8,0.43462,-43.559,31.726,5047.2,15.11917,544.834,15.6946,43.372,7991.116,8550.928,19.335,68.465,148.558,414.258,0.168661,524.152,26.31,21.628,0,cruise_high
296,3,275.0,8957.8,0.42702,-43.073,31.446,5207.7,15.17276,266.466,34.022,44.448,8274.454,9065.7,90.805,72.094,148.838,575.467,0.169409,531.521,54.417,20.552,0,cruise_high
297,3,280.0,8871.3,0.43139,-43.375,30.928,5767.3,18.22417,536.326,22.6917,44.992,11006.575,12170.165,40.41,88.051,151.984,766.175,0.170824,527.258,87.506,20.008,0,cruise_high
298,3,285.0,8889.6,0.43046,-42.55,32.545,5436.5,17.28121,353.91,30.6888,43.436,9838.332,10861.043,74.024,79.3,155.302,701.373,0.166526,528.154,74.247,21.564,0,cruise_high
299,3,290.0,8897.2,0.43008,-41.865,31.14,5460.2,18.15267,270.957,42.4676,42.048,10379.486,11506.904,141.899,79.92,149.9,787.353,0.170242,528.528,92.176,22.952,0,cruise_high
300,3,295.0,8889.8,0.43045,-43.918,33.711,5346.1,16.90984,542.949,19.139,43.921,9466.915,10391.527,28.868,76.505,159.136,627.566,0.163622,528.165,58.766,21.079,0,cruise_high
301,3,300.0,8687.7,0.44081,-40.964,31.197,5232.6,15.71584,351.855,27.1676,45.747,8611.628,9559.057,58.195,73.838,148.061,647.128,0.170086,518.338,69.103,19.253,0,cruise_high
302,3,305.0,8590.9,0.44586,-42.29,32.351,5353.4,16.67347,537.454,18.7459,47.123,9347.328,10075.035,27.731,77.156,153.764,516.632,0.167025,513.716,44.001,17.877,0,cruise_high
303,3,310.0,8708.7,0.43972,-41.858,33.777,5274.4,16.81876,349.112,29.6411,44.483,9289.554,10348.073,69.332,75.06,158.755,718.602,0.16346,519.35,75.604,20.517,0,cruise_high
304,3,315.0,8771.6,0.43648,-40.843,30.728,4791.6,14.91794,345.729,23.8824,45.413,7485.418,8256.844,45.057,62.83,142.426,536.925,0.171379,522.392,51.175,19.587,0,cruise_high
305,3,320.0,8669.2,0.44177,-42.905,31.85,5311.4,17.14898,542.515,18.891,43.39,9538.463,10248.638,28.197,75.323,151.381,505.302,0.168332,517.452,42.153,21.61,0,cruise_high
306,3,325.0,8636.0,0.4435,-40.617,33.154,5055.0,14.93874,268.44,32.0869,46.446,7907.907,8613.418,81.341,68.73,154.334,525.014,0.16499,515.864,46.006,18.554,0,cruise_high
307,3,330.0,8561.1,0.44742,-41.175,32.014,4706.1,15.20935,350.025,23.861,45.441,7495.437,8351.924,44.983,60.461,146.882,584.615,0.1679,512.302,56.982,19.559,0,cruise_high
308,3,335.0,8504.4,0.45042,-42.29,31.716,5349.4,15.94505,539.887,18.0876,46.851,8932.198,9765.253,25.859,75.668,151.186,571.901,0.168689,509.626,54.183,18.149,0,cruise_high
309,3,340.0,8580.5,0.4464,-40.984,31.949,5053.9,16.16143,346.792,26.9216,43.864,8553.362,9336.202,57.305,69.233,149.508,554.783,0.168071,513.222,52.259,21.136,0,cruise_high
310,3,345.0,8635.3,0.44353,-42.712,36.827,5018.5,15.87084,349.432,26.3183,45.042,8340.703,9196.463,54.779,68.753,168.716,602.18,0.156545,515.831,51.557,19.958,0,cruise_high
311,3,350.0,8571.6,0.44687,-40.611,34.274,5051.8,15.85515,273.068,33.7058,45.328,8387.821,9203.953,89.867,68.701,158.79,591.683,0.162271,512.801,55.402,19.672,0,cruise_high
312,3,355.0,8606.5,0.44504,-41.322,32.919,5051.4,16.48319,350.859,27.2039,45.497,8719.234,9544.715,58.56,68.855,153.364,580.365,0.165578,514.458,54.773,19.503,0,cruise_high
313,3,360.0,8442.2,0.45373,-39.061,32.953,5013.5,16.04375,541.254,17.2885,46.502,8423.125,9357.446,23.659,67.631,153.176,623.886,0.165492,506.712,64.188,18.498,0,cruise_high
314,3,365.0,8661.7,0.44216,-40.982,32.342,4918.9,14.26066,272.226,29.8076,45.749,7345.788,8114.389,70.375,64.221,149.935,550.77,0.167047,517.094,51.023,19.251,0,cruise_high
315,3,370.0,8355.3,0.45839,-39.925,33.081,4786.9,14.65117,348.958,22.7689,46.236,7344.34,7945.386,41.071,61.259,151.801,444.934,0.165171,502.681,33.565,18.764,0,cruise_high
316,3,375.0,8524.5,0.44936,-38.735,32.638,5066.6,15.40051,348.186,25.5332,47.269,8171.058,8890.291,51.626,68.446,152.372,518.178,0.166288,510.574,47.432,17.731,0,cruise_high
317,3,380.0,8537.7,0.44866,-39.798,35.779,4804.5,13.93267,350.433,22.0449,46.52,7009.883,7725.257,38.486,62.09,162.737,511.947,0.158821,511.198,41.51,18.48,0,cruise_high
318,3,385.0,8338.0,0.45932,-38.012,33.879,4723.7,14.80578,542.298,14.7002,45.343,7323.896,7971.897,17.111,60.497,154.482,460.842,0.163214,501.883,37.204,19.657,0,cruise_high
319,3,390.0,8337.3,0.45936,-38.247,34.593,4743.2,15.12194,350.405,23.6537,46.006,7511.233,8288.394,44.289,61.03,157.497,545.706,0.16152,501.848,49.896,18.994,0,cruise_high
320,3,395.0,8443.1,0.45368,-40.41,31.88,4659.2,14.54121,542.222,14.8167,43.337,7094.742,8033.922,17.381,58.325,145.974,616.304,0.168252,506.755,63.285,21.663,0,cruise_high
321,3,400.0,8466.0,0.45246,-40.669,32.938,4748.0,14.48237,540.165,14.3007,45.242,7200.785,7724.761,16.201,60.796,150.915,390.747,0.165529,507.825,24.011,19.758,0,cruise_high
322,3,405.0,8456.1,0.45299,-40.747,33.934,4328.8,13.5182,536.308,12.5388,46.589,6127.998,6724.667,12.446,51.461,151.665,425.175,0.163081,507.364,28.591,18.411,0,cruise_high
323,3,410.0,8392.9,0.45637,-38.471,33.548,4783.5,13.15109,270.876,26.6292,43.762,6587.792,7213.218,56.1,60.899,153.641,465.773,0.164018,504.418,37.924,21.238,0,cruise_high
324,3,415.0,8494.0,0.45097,-39.928,32.104,4732.1,12.9167,351.582,20.0395,45.919,6400.785,7045.54,31.762,60.131,147.451,462.32,0.167665,509.137,37.587,19.081,0,cruise_high
325,3,420.0,8414.5,0.45521,-39.525,34.138,4726.6,13.69413,267.476,28.244,44.953,6778.159,7554.579,63.077,59.856,155.544,552.346,0.162593,505.424,50.283,20.047,0,cruise_high
326,3,425.0,8380.5,0.45703,-36.775,35.372,4719.8,14.52901,270.492,29.2531,46.203,7181.038,7912.738,67.677,60.112,160.424,532.131,0.159732,503.843,48.224,18.797,0,cruise_high
327,3,430.0,8487.2,0.45133,-38.841,34.122,4193.4,14.50763,348.917,20.0272,44.79,6370.833,6987.835,31.724,49.145,151.436,443.889,0.162631,508.818,33.349,20.21,0,cruise_high
328,3,435.0,8371.8,0.4575,-39.588,33.063,4354.7,14.6442,346.651,21.1189,45.752,6678.107,7320.907,35.262,52.393,148.371,459.752,0.165216,503.443,36.37,19.248,0,cruise_high
329,3,440.0,8320.1,0.46029,-41.176,33.764,4728.9,14.31555,538.093,14.8616,45.323,7089.147,7996.901,17.457,59.934,154.064,603.419,0.163492,501.057,57.478,19.677,0,cruise_high
330,3,445.0,8231.9,0.46509,-39.501,33.972,4468.3,13.27049,269.351,25.2025,44.881,6209.587,6788.315,50.224,53.81,152.859,433.902,0.162991,497.019,31.222,20.119,0,cruise_high
331,3,450.0,8397.3,0.45613,-39.176,35.647,4448.6,14.65892,535.622,14.1693,43.824,6828.934,7589.408,15.867,54.541,159.408,521.678,0.159116,504.623,43.831,21.176,0,cruise_high
332,3,455.0,8362.4,0.45801,-39.19,34.968,4735.2,13.9272,350.504,21.8153,46.077,6906.139,7646.349,37.61,59.725,158.929,522.435,0.160654,503.008,44.741,18.923,0,cruise_high
333,3,460.0,8073.8,0.47383,-35.382,32.824,4896.4,15.54945,346.442,25.0781,47.237,7972.941,8688.105,49.701,64.158,151.676,512.831,0.165815,489.886,49.653,17.763,0,cruise_high
334,3,465.0,8402.8,0.45584,-42.075,35.294,4754.1,14.28445,537.183,14.5249,43.803,7111.443,7802.525,16.676,61.531,160.388,487.463,0.159908,504.879,35.875,21.197,0,cruise_high
335,3,470.0,8473.4,0.45207,-39.149,36.251,4985.3,15.88973,350.423,26.1688,45.632,8295.466,9170.175,54.111,67.273,166.128,610.47,0.157785,508.171,57.174,19.368,0,cruise_high
336,3,475.0,8387.5,0.45665,-37.895,33.621,5151.2,15.87087,540.367,17.725,44.978,8561.193,9578.0,24.835,70.767,157.038,672.932,0.16384,504.171,72.358,20.022,0,cruise_high
337,3,480.0,8237.9,0.46476,-38.966,35.309,4919.4,15.28434,272.3,31.5979,46.751,7873.845,8604.112,79.001,65.089,161.807,539.301,0.159875,497.295,47.254,18.249,0,cruise_high
338,3,485.0,8205.2,0.46656,-38.624,32.299,4732.6,14.7582,350.56,23.2291,44.481,7314.173,8143.216,42.698,61.281,148.236,569.471,0.167157,495.805,56.568,20.519,0,cruise_high
339,3,490.0,8519.3,0.44963,-40.106,32.878,4771.8,14.20728,353.926,22.8129,45.509,7099.461,8074.073,41.198,61.084,150.869,649.954,0.165679,510.329,67.578,19.491,0,cruise_high
340,3,495.0,8402.9,0.45583,-40.273,31.372,4981.0,15.86986,270.784,33.5754,45.776,8277.901,9091.686,89.308,67.232,146.577,583.985,0.16961,504.885,58.777,19.224,0,cruise_high
341,3,500.0,8463.8,0.45258,-40.746,31.548,5114.3,15.89199,348.143,26.3291,47.466,8511.286,9166.299,54.944,70.329,148.424,483.421,0.169137,507.724,41.018,17.534,0,cruise_high
342,3,505.0,8329.7,0.45977,-38.147,35.173,5242.3,15.33231,352.149,26.1428,46.751,8416.959,9206.16,54.16,72.23,164.051,564.759,0.160184,501.5,52.319,18.249,0,cruise_high
343,3,510.0,8411.1,0.45539,-39.64,32.445,5235.1,16.53009,351.501,28.3084,47.98,9062.048,9950.446,63.52,73.563,153.076,619.191,0.166782,505.265,63.629,17.02,0,cruise_high
344,3,515.0,8350.6,0.45865,-39.108,32.608,5267.1,16.51921,541.118,18.6605,46.992,9111.565,10097.505,27.618,73.919,154.013,657.265,0.166365,502.46,70.238,18.008,0,cruise_high
345,3,520.0,8616.0,0.44455,-40.092,32.987,5293.8,15.7296,267.568,35.7973,45.801,8719.991,9578.221,101.723,74.209,155.769,621.291,0.165406,514.908,62.673,19.199,0,cruise_high
346,3,525.0,8426.2,0.45458,-39.335,32.919,4717.2,14.59245,268.217,29.461,46.47,7208.429,7901.946,68.937,60.668,150.592,507.523,0.165576,505.97,44.699,18.53,0,cruise_high
347,3,530.0,8436.9,0.45401,-38.491,34.667,5188.6,16.98563,272.281,37.1961,45.239,9229.162,10127.79,109.883,72.308,161.55,648.929,0.16135,506.468,66.214,19.761,0,cruise_high
348,3,535.0,8640.6,0.44326,-40.326,30.966,4895.0,15.32099,350.244,24.6464,48.334,7853.624,8632.237,48.277,65.413,144.232,544.302,0.170718,516.083,52.596,16.666,0,cruise_high
349,3,540.0,8616.4,0.44452,-41.297,33.564,5088.0,16.87857,352.785,27.9639,46.37,8993.11,9865.25,62.161,70.179,156.261,609.548,0.163978,514.929,58.656,18.63,0,cruise_high
350,3,545.0,8497.6,0.45078,-41.475,30.655,5280.1,16.96343,268.914,38.2819,46.935,9379.666,10294.556,116.544,74.844,146.319,655.158,0.171582,509.306,70.938,18.065,0,cruise_high
351,3,550.0,8689.8,0.4407,-42.543,33.603,5328.1,17.35163,537.46,19.9136,48.858,9681.542,10702.78,31.562,76.13,158.543,681.487,0.163883,518.439,69.141,16.142,0,cruise_high
352,3,555.0,8710.5,0.43963,-43.381,30.519,4887.3,17.64909,540.262,18.5902,48.496,9032.732,10043.577,27.527,65.692,142.38,661.985,0.171963,519.436,70.456,16.504,0,cruise_high
353,3,560.0,8677.0,0.44137,-40.291,33.45,5180.4,15.47832,350.369,26.9067,47.363,8396.858,9427.287,57.71,71.821,156.612,695.5,0.164257,517.823,73.95,17.637,0,cruise_high
354,3,565.0,8600.8,0.44534,-40.481,32.943,5457.5,18.14777,268.347,42.8195,45.215,10371.53,11490.514,146.288,79.8,157.09,787.871,0.165516,514.186,89.924,19.785,0,cruise_high
355,3,570.0,8730.2,0.43861,-42.848,32.934,5140.3,17.04864,542.183,18.5614,49.036,9177.048,10063.689,27.528,71.457,154.196,601.584,0.165539,520.386,56.737,15.964,0,cruise_high
356,3,575.0,8771.2,0.4365,-41.954,32.31,5279.7,16.91505,349.509,28.8951,49.278,9352.168,10099.091,66.731,74.632,152.932,543.24,0.167132,522.369,48.838,15.722,0,cruise_high
357,3,580.0,8608.5,0.44494,-41.564,30.201,5338.0,16.80143,351.103,29.5759,47.352,9391.881,10384.196,69.914,76.722,145.023,677.02,0.172868,514.552,75.471,17.648,0,cruise_high
358,3,585.0,8736.4,0.43829,-40.647,33.646,5250.4,17.34115,352.045,29.898,47.665,9534.435,10525.467,71.511,74.365,158.014,681.819,0.163779,520.687,71.021,17.335,0,cruise_high
359,3,590.0,8835.5,0.43321,-42.205,32.259,5302.0,16.72608,269.789,37.8325,48.643,9286.646,10206.795,114.591,74.888,152.929,660.165,0.167263,525.503,68.216,16.357,0,cruise_high
360,3,595.0,8657.7,0.44237,-42.052,31.434,5526.7,16.36959,351.422,29.7087,48.665,9474.05,10440.31,70.708,81.217,151.699,668.074,0.169443,516.9,71.149,16.335,0,cruise_high
361,4,0.0,12062.8,0.29635,-58.0,27.713,5683.8,17.45824,272.979,42.1209,30.734,10391.164,11498.118,133.194,86.508,138.311,769.93,0.18046,717.387,80.942,34.266,0,payload
362,4,5.0,12239.0,0.29027,-58.0,29.804,5703.3,18.29608,273.293,44.4594,32.657,10927.256,12150.437,148.588,86.831,146.866,844.778,0.174014,730.108,89.003,32.343,0,payload
363,4,10.0,12386.2,0.28529,-58.0,30.546,5718.1,18.48354,539.671,22.5127,34.857,11067.975,12149.452,38.155,86.939,149.976,718.594,0.171888,740.942,65.518,30.143,0,payload
364,4,15.0,12299.6,0.28821,-58.0,30.178,5865.0,18.23059,272.095,46.0542,32.818,11196.908,12531.12,159.811,90.733,149.951,914.04,0.172933,734.545,100.067,32.182,0,payload
365,4,20.0,12298.7,0.28824,-58.0,27.049,5146.2,18.22851,271.304,40.0464,32.131,9823.55,10864.764,121.044,72.84,130.708,718.734,0.182661,734.48,73.285,32.869,0,payload
366,4,25.0,12266.1,0.28935,-58.0,26.542,5327.9,16.25857,348.314,28.7094,32.607,9071.177,9999.878,62.275,75.432,130.295,631.386,0.184399,732.091,58.427,32.393,0,payload
367,4,30.0,12192.1,0.29188,-58.0,27.52,5123.7,16.43343,348.576,27.5245,31.21,8817.365,9594.374,57.278,70.694,132.395,544.52,0.181091,726.697,40.608,33.79,0,payload
368,4,35.0,12356.6,0.28628,-58.0,27.833,5807.3,18.4344,269.524,46.6499,34.328,11210.755,12573.288,164.565,89.644,140.0,926.787,0.180069,738.748,108.886,30.672,0,payload
369,4,40.0,12374.5,0.28568,-58.0,28.789,5158.8,15.84345,267.43,34.9984,34.429,8559.069,9359.617,92.803,71.538,137.776,576.254,0.177057,740.073,44.03,30.571,0,payload
370,4,45.0,12383.6,0.28537,-58.0,27.098,5208.6,16.84263,351.707,29.1433,32.404,9186.749,10249.917,64.366,72.535,131.454,705.502,0.182495,740.751,70.751,32.596,0,payload
371,4,50.0,12338.7,0.28689,-58.0,28.836,4985.5,15.38407,347.294,25.4161,33.596,8031.67,8826.876,49.001,66.639,136.472,550.813,0.176911,737.424,39.445,31.404,0,payload
372,4,55.0,12344.4,0.28669,-58.0,28.997,5048.7,15.86225,349.358,26.0397,32.939,8386.345,9097.162,51.442,68.786,137.653,506.996,0.17642,737.852,31.444,32.061,0,payload
373,4,60.0,12299.8,0.2882,-58.0,28.121,5067.1,16.00898,349.616,26.2101,35.918,8494.792,9163.457,52.114,70.154,134.308,483.225,0.179147,734.565,28.568,29.082,0,payload
374,4,65.0,12698.9,0.27498,-58.0,26.271,5319.8,15.93289,347.652,28.0954,34.004,8875.993,9767.449,59.874,75.331,129.138,609.255,0.185348,764.583,54.924,30.996,0,payload
375,4,70.0,12556.3,0.27964,-58.0,26.167,5352.0,15.79015,350.288,28.1012,31.852,8849.813,9843.495,59.929,76.001,129.018,665.752,0.185713,753.696,65.639,33.148,0,payload
376,4,75.0,12531.7,0.28045,-58.0,26.999,5223.4,16.79609,351.671,28.664,32.716,9187.391,10080.31,62.403,73.394,131.188,611.249,0.182831,751.836,53.755,32.284,0,payload
377,4,80.0,12679.3,0.27562,-58.0,31.331,5002.9,16.64755,352.577,27.0199,33.779,8721.735,9526.588,55.476,68.193,146.598,564.29,0.169722,763.081,37.772,31.221,0,payload
378,4,85.0,12550.4,0.27983,-58.0,30.595,5016.2,14.90475,268.62,31.8806,32.381,7829.376,8563.769,77.238,67.839,143.768,533.896,0.171751,753.247,33.697,32.619,0,payload
379,4,90.0,12512.2,0.28109,-58.0,29.087,4830.0,15.25802,353.125,24.3986,33.633,7717.431,8615.764,45.238,63.715,136.177,604.392,0.176147,750.364,48.462,31.367,0,payload
380,4,95.0,12584.7,0.2787,-58.0,27.506,5050.8,15.90019,541.308,17.2533,33.397,8409.941,9339.35,22.629,69.415,131.707,611.863,0.181139,755.85,52.832,31.603,0,payload
381,4,100.0,12500.1,0.28149,-58.0,28.624,5270.8,16.1216,352.572,27.9865,35.582,8898.493,9867.242,59.568,73.615,138.112,654.895,0.177565,749.452,58.286,29.418,0,payload
382,4,105.0,12691.8,0.27521,-58.0,26.059,5196.6,16.61862,269.252,36.7913,35.556,9043.695,9906.127,103.006,72.473,127.188,610.538,0.186101,764.038,55.622,29.444,0,payload
383,4,110.0,12640.2,0.27689,-58.0,26.878,5471.3,16.91017,540.119,20.0009,32.768,9688.687,10802.895,30.457,79.897,132.959,722.305,0.18324,760.083,74.355,32.232,0,payload
384,4,115.0,12574.2,0.27905,-58.0,28.539,5592.5,16.79357,349.854,31.2182,37.23,9835.155,10921.821,74.272,82.541,140.743,731.567,0.177828,755.052,72.093,27.77,0,payload
385,4,120.0,12674.4,0.27578,-58.0,24.42,5368.6,17.33498,347.766,30.7277,35.759,9745.713,10686.056,72.022,77.676,122.179,639.533,0.192243,762.701,64.946,29.241,0,payload
386,4,125.0,12695.6,0.27509,-58.0,25.365,5078.5,15.7313,349.999,26.1728,32.772,8366.198,9160.472,52.29,68.899,123.381,546.907,0.188629,764.33,45.163,32.228,0,payload
387,4,130.0,12609.7,0.27788,-58.0,25.327,5041.3,16.29417,269.006,35.3463,36.41,8602.039,9508.357,95.39,68.895,122.912,627.714,0.188768,757.754,60.492,28.59,0,payload
388,4,135.0,12722.0,0.27424,-58.0,27.46,5300.6,17.1287,349.554,30.0009,38.416,9507.689,10486.942,68.762,75.533,133.722,663.697,0.181289,766.368,62.321,26.584,0,payload
389,4,140.0,12549.5,0.27986,-58.0,27.458,5500.0,16.89093,536.02,19.8399,35.064,9728.45,10634.57,30.091,80.52,135.544,609.135,0.181297,753.182,52.434,29.936,0,payload
390,4,145.0,12803.1,0.27163,-58.0,27.34,5694.8,17.65393,349.251,33.7239,37.916,10528.015,11778.133,86.978,86.205,136.926,827.114,0.181688,772.66,92.276,27.084,0,payload
391,4,150.0,12601.5,0.27815,-58.0,25.689,5365.0,18.01214,349.455,32.751,35.701,10119.562,11444.976,82.141,78.066,127.22,858.321,0.187436,757.13,102.88,29.299,0,payload
392,4,155.0,12663.8,0.27612,-58.0,27.001,5550.4,17.5245,540.25,20.5202,38.341,10185.951,11086.052,32.298,82.016,134.192,606.883,0.182823,761.891,52.952,26.659,0,payload
393,4,160.0,12721.4,0.27426,-58.0,26.763,5636.7,17.50996,267.796,43.0657,36.598,10335.684,11532.84,142.313,84.461,134.059,820.811,0.183635,766.319,92.729,28.402,0,payload
394,4,165.0,12669.3,0.27594,-58.0,26.251,5869.0,18.13204,349.335,35.4422,38.826,11143.864,12381.205,96.517,90.881,134.284,825.294,0.185416,762.313,95.023,26.174,0,payload
395,4,170.0,12693.5,0.27516,-58.0,28.327,5739.3,18.41218,266.474,46.8736,38.586,11066.062,12490.583,169.052,87.852,141.308,962.682,0.178493,764.17,113.832,26.414,0,payload
396,4,175.0,12689.4,0.27529,-58.0,29.052,5639.9,18.43919,536.694,22.5678,38.276,10890.367,12111.986,39.258,85.13,143.245,792.325,0.176252,763.857,81.649,26.724,0,payload
397,4,180.0,12616.9,0.27765,-58.0,27.852,6113.8,19.74085,349.795,40.945,37.812,12638.819,14322.331,129.361,98.618,143.181,1092.954,0.180009,758.301,138.741,27.188,0,payload
398,4,185.0,12616.4,0.27766,-58.0,29.87,6031.4,18.84077,541.696,24.3294,40.331,11899.921,13179.155,45.784,96.178,150.399,835.141,0.173824,758.267,87.167,24.669,0,payload
399,4,190.0,12606.8,0.27798,-58.0,26.281,6129.8,19.18578,270.012,51.781,39.574,12315.581,13981.481,207.63,98.385,137.061,1115.629,0.185313,757.534,148.741,25.426,0,payload
400,4,195.0,12552.6,0.27976,-58.0,27.942,5694.1,19.20356,349.984,36.9221,40.442,11450.778,12922.134,105.841,87.539,139.328,958.964,0.179719,753.413,114.344,24.558,0,payload
401,4,200.0,12617.2,0.27764,-58.0,27.921,5673.3,18.77608,538.836,23.4661,40.745,11155.038,12644.374,42.829,86.649,139.043,939.97,0.179786,758.324,110.994,24.255,0,payload
402,4,205.0,12505.6,0.28131,-58.0,28.347,5858.0,19.86913,538.642,25.857,41.026,12188.647,13927.673,52.088,92.223,142.556,1085.555,0.178431,749.869,135.697,23.974,0,payload
403,4,210.0,12640.1,0.27689,-58.0,27.265,6050.6,20.23357,543.757,26.3085,40.316,12820.419,14305.443,54.046,97.642,140.177,948.103,0.181938,760.074,114.496,24.684,0,payload
404,4,215.0,12460.9,0.28279,-58.0,27.058,6131.1,20.01988,349.53,41.9527,43.108,12853.682,14663.756,137.67,99.798,140.185,1165.485,0.18263,746.511,154.853,21.892,0,payload
405,4,220.0,12592.9,0.27843,-58.0,27.048,6148.5,21.16236,268.779,57.5871,43.599,13625.798,15478.189,260.102,100.269,140.327,1244.129,0.182664,756.474,169.258,21.401,0,payload
406,4,225.0,12534.1,0.28037,-58.0,27.295,5752.7,21.04893,350.28,41.0273,45.197,12680.296,14371.062,132.415,89.632,137.31,1091.632,0.181836,752.014,140.498,19.803,0,payload
407,4,230.0,12541.0,0.28014,-58.0,27.364,5968.7,19.44931,539.5,25.4056,44.167,12156.644,13706.327,50.892,95.476,139.737,981.072,0.181608,752.539,120.171,20.833,0,payload
408,4,235.0,12503.9,0.28136,-58.0,29.538,5666.0,19.47023,349.556,37.0692,45.223,11552.489,12957.758,108.54,86.78,145.442,926.241,0.174795,749.742,103.903,19.777,0,payload
409,4,240.0,12515.9,0.28097,-58.0,28.958,5981.4,19.28363,349.637,39.3642,45.847,12078.703,13763.183,122.567,95.306,146.242,1090.316,0.176539,750.647,134.483,19.153,0,payload
410,4,245.0,12395.2,0.28499,-58.0,27.512,6015.0,19.59486,270.368,52.1825,45.922,12342.608,14108.488,215.842,96.558,140.803,1175.175,0.181117,741.61,154.845,19.078,0,payload
411,4,250.0,12325.9,0.28732,-58.0,28.497,5602.1,18.46594,349.753,34.7654,45.331,10833.112,12159.31,96.053,84.671,140.663,874.033,0.177962,736.484,97.545,19.669,0,payload
412,4,255.0,12466.8,0.28259,-58.0,26.748,5984.0,19.73589,539.601,26.2674,47.085,12367.371,14173.895,54.901,95.275,137.429,1123.01,0.183687,746.958,148.283,17.915,0,payload
413,4,260.0,12239.9,0.29024,-58.0,28.562,6094.4,19.92811,540.436,26.7207,48.877,12718.124,14440.83,56.948,98.514,145.819,1083.065,0.177757,730.178,134.523,16.123,0,payload
414,4,265.0,12469.9,0.28249,-58.0,29.123,6065.4,19.55984,353.727,39.7678,49.344,12423.787,14066.956,126.403,97.797,147.761,1071.125,0.176039,747.189,130.56,15.656,0,payload
