sample_id,profile_id,time_s,altitude_m,air_density_kg_m3,ambient_temp_c,cooling_air_speed_mps,speed_rpm,torque_nm,voltage_v,current_a,winding_temp_c
558,5,385.0,15420.8,0.19963,-58.0,26.175,4787.1,14.1893,266.441,29.6601,34.873
559,5,390.0,15184.7,0.20526,-58.0,25.339,4475.1,14.76431,541.161,14.1107,37.012
560,5,395.0,15181.0,0.20535,-58.0,25.039,4600.8,14.1528,269.896,28.6075,38.226
561,5,400.0,15359.8,0.20107,-58.0,23.993,4651.5,14.20456,270.541,28.1685,40.346
562,5,405.0,15181.3,0.20534,-58.0,25.132,4730.7,13.83826,268.335,27.9367,37.831
563,5,410.0,15138.3,0.20638,-58.0,24.213,4844.9,14.49657,542.733,14.8026,36.892
564,5,415.0,15104.6,0.2072,-58.0,26.072,4849.2,15.30737,272.155,31.7495,37.702
565,5,420.0,15209.4,0.20466,-58.0,23.62,4509.7,14.27715,270.437,27.8399,36.501
566,5,425.0,15203.1,0.20481,-58.0,27.625,4939.7,14.65529,267.759,30.7885,37.703
567,5,430.0,15135.7,0.20644,-58.0,25.229,4566.1,14.88388,539.031,14.5559,37.423
568,5,435.0,15192.9,0.20506,-58.0,26.349,4672.4,13.9056,349.212,21.3449,39.385
569,5,440.0,15201.9,0.20484,-58.0,24.818,4966.8,14.94868,540.901,15.502,36.976
570,5,445.0,15157.8,0.20591,-58.0,27.009,4999.7,15.96744,352.127,25.9022,37.743
571,5,450.0,15253.1,0.20361,-58.0,26.094,4864.2,15.57373,538.87,15.6725,37.695
572,5,455.0,15101.5,0.20727,-58.0,22.611,5073.7,14.98109,343.182,25.3146,38.002
573,5,460.0,15221.4,0.20437,-58.0,24.641,4677.4,14.6826,348.824,22.9732,37.195
574,5,465.0,15155.5,0.20596,-58.0,24.212,4908.9,15.72206,271.387,32.7122,38.687
575,5,470.0,15106.0,0.20717,-58.0,26.643,5179.7,16.34033,270.805,36.0079,37.955
576,5,475.0,15289.4,0.20274,-58.0,22.163,4949.0,15.63247,348.89,25.7323,37.181
577,5,480.0,15154.0,0.206,-58.0,27.728,4930.3,15.20503,347.461,24.7638,36.928
578,5,485.0,15119.3,0.20684,-58.0,25.921,5028.4,15.64789,270.373,33.5842,36.478
579,5,490.0,15085.5,0.20766,-58.0,24.675,5151.1,17.04857,268.052,37.9547,40.243
580,5,495.0,15081.8,0.20776,-58.0,25.244,4531.3,14.94645,351.319,22.4831,37.083
581,5,500.0,15201.9,0.20484,-58.0,24.742,4834.6,14.63644,348.971,23.3308,38.374
582,5,505.0,14977.3,0.21033,-58.0,24.335,5043.7,14.77451,272.986,31.5712,39.927
583,5,510.0,15238.2,0.20397,-58.0,24.779,4950.6,15.20556,267.53,32.8118,39.998
584,5,515.0,15262.6,0.20338,-58.0,24.67,5103.5,16.36473,349.832,27.6894,37.546
585,5,520.0,15340.6,0.20153,-58.0,24.536,4712.9,15.23361,349.603,23.6881,38.174
586,5,525.0,15285.0,0.20285,-58.0,25.08,5205.3,15.28194,543.399,16.9088,39.296
587,5,530.0,15452.5,0.19889,-58.0,23.999,5071.1,14.98254,269.575,32.8631,37.705
588,5,535.0,15376.2,0.20068,-58.0,25.416,4611.7,14.50602,347.33,21.8736,38.141
589,5,540.0,15370.9,0.20081,-58.0,23.201,4655.2,13.92804,273.206,27.4276,37.108
590,5,545.0,15403.6,0.20004,-58.0,25.965,4878.1,14.96726,267.962,31.8352,38.423
591,5,550.0,15287.5,0.20279,-58.0,24.467,4865.5,15.28517,350.007,24.8142,38.091
592,5,555.0,15341.2,0.20151,-58.0,27.202,4715.2,14.69334,537.911,14.5468,38.104
593,5,560.0,15403.0,0.20005,-58.0,24.78,4611.9,12.96401,345.325,20.2858,36.775
594,5,565.0,15553.2,0.19655,-58.0,24.916,4290.7,14.0034,273.849,25.3481,36.323
595,5,570.0,15583.8,0.19584,-58.0,26.422,4924.5,14.76651,270.072,30.7317,38.063
596,5,575.0,15556.7,0.19647,-58.0,26.721,4367.0,13.4671,270.372,25.1864,39.382
597,5,580.0,15487.8,0.19807,-58.0,23.822,4436.8,14.65252,538.377,14.1687,37.872
598,5,585.0,15680.6,0.19362,-58.0,23.997,4487.1,13.51103,541.918,13.085,35.136
599,5,590.0,15664.0,0.194,-58.0,24.957,4780.0,13.97383,537.788,14.2995,36.818
600,5,595.0,15615.5,0.19511,-58.0,23.661,4302.3,13.67084,535.205,12.8377,38.752
601,6,0.0,18980.4,0.13133,-58.0,23.858,3528.3,9.25618,345.276,11.7498,31.293
602,6,5.0,19009.0,0.13089,-58.0,20.362,3845.1,10.23186,539.839,8.6955,32.045
603,6,10.0,18993.8,0.13112,-58.0,26.309,3819.1,9.99533,348.972,12.4692,33.277
604,6,15.0,19155.0,0.12866,-58.0,19.831,3758.9,10.61519,541.111,9.0563,32.781
605,6,20.0,19009.1,0.13089,-58.0,23.09,3919.9,10.87205,273.466,18.5682,29.874
606,6,25.0,19114.9,0.12927,-58.0,21.111,3740.4,9.81585,273.123,15.9299,31.607
607,6,30.0,19184.7,0.12821,-58.0,23.577,3847.3,10.58933,268.244,18.0046,30.819
608,6,35.0,19204.0,0.12792,-58.0,23.14,3515.0,10.30266,347.989,12.5774,32.546
609,6,40.0,19102.9,0.12945,-58.0,22.76,3862.3,11.11949,347.01,14.9508,31.081
610,6,45.0,19336.6,0.12594,-58.0,22.126,4231.4,10.42647,351.233,15.0545,30.446
611,6,50.0,19182.0,0.12825,-58.0,23.319,4054.5,12.07444,269.049,21.1035,32.779
612,6,55.0,19418.5,0.12473,-58.0,20.773,4108.1,11.83747,348.118,16.469,28.831
613,6,60.0,19239.6,0.12738,-58.0,23.037,3924.6,11.19612,269.37,19.4911,31.273
614,6,65.0,19179.3,0.12829,-58.0,22.065,4188.2,12.78937,540.535,11.9229,31.961
615,6,70.0,19257.0,0.12713,-58.0,21.787,4050.7,10.87739,544.446,9.38,32.528
616,6,75.0,19302.6,0.12644,-58.0,22.221,4505.0,12.22821,538.124,12.2582,32.139
617,6,80.0,19392.0,0.12512,-58.0,23.471,4341.3,13.01881,348.376,19.0749,31.095
618,6,85.0,19473.3,0.12393,-58.0,23.141,4188.6,12.90549,271.562,23.2688,30.945
619,6,90.0,19320.7,0.12618,-58.0,23.09,4259.0,13.20797,350.882,18.4339,30.77
620,6,95.0,19335.6,0.12595,-58.0,22.459,4547.1,12.53677,539.458,12.4911,28.634
621,6,100.0,19302.7,0.12644,-58.0,24.314,4186.0,12.45225,349.995,17.6864,32.019
622,6,105.0,19435.3,0.12449,-58.0,19.897,4462.3,13.08865,349.109,19.5945,30.711
623,6,110.0,19371.5,0.12542,-58.0,22.335,4509.3,13.87678,270.486,26.9558,32.078
624,6,115.0,19559.0,0.12269,-58.0,22.774,4613.9,13.79781,266.943,27.9606,29.787
625,6,120.0,19313.4,0.12628,-58.0,23.844,4682.9,13.34662,271.754,26.8037,31.751
626,6,125.0,19241.1,0.12736,-58.0,23.615,4360.5,13.24326,352.551,18.7427,31.988
627,6,130.0,19506.1,0.12345,-58.0,24.136,5003.0,14.90499,266.137,32.2829,31.581
628,6,135.0,19319.1,0.1262,-58.0,20.724,4256.3,12.36562,352.743,17.3489,32.954
629,6,140.0,19520.4,0.12325,-58.0,21.411,4354.6,12.5138,350.872,17.9329,30.809
630,6,145.0,19500.4,0.12354,-58.0,24.92,4157.9,12.5735,271.254,22.8103,31.514
631,6,150.0,19633.5,0.12162,-58.0,21.36,4389.7,13.29212,271.658,24.8892,32.214
632,6,155.0,19545.0,0.12289,-58.0,24.699,4407.9,12.63376,268.882,24.2668,29.698
633,6,160.0,19317.0,0.12623,-58.0,20.719,4190.9,12.89106,349.932,17.9661,29.543
634,6,165.0,19355.8,0.12566,-58.0,22.575,4142.3,13.11867,538.5,11.9869,31.263
635,6,170.0,19518.3,0.12328,-58.0,25.267,4299.4,12.76969,347.897,18.6699,32.195
636,6,175.0,19510.4,0.12339,-58.0,20.492,4066.3,12.27933,348.546,16.6794,32.165
637,6,180.0,19668.4,0.12112,-58.0,21.525,4125.6,11.97393,538.525,10.6444,33.122
638,6,185.0,19449.9,0.12427,-58.0,20.837,4281.1,12.60794,270.914,23.2844,31.425
639,6,190.0,19462.6,0.12409,-58.0,19.199,4212.0,12.28814,274.777,21.6751,29.478
640,6,195.0,19366.3,0.1255,-58.0,25.131,4018.3,12.03258,273.123,21.0296,31.561
641,6,200.0,19381.4,0.12528,-58.0,22.094,4165.7,12.18263,349.193,16.7992,31.729
642,6,205.0,19307.1,0.12638,-58.0,22.648,4107.1,11.05302,540.427,9.6345,30.799
643,6,210.0,19259.0,0.1271,-58.0,20.821,3954.7,11.18392,347.967,15.4341,31.577
644,6,215.0,19367.6,0.12548,-58.0,23.671,4017.4,11.3867,267.534,20.6312,29.902
645,6,220.0,19358.2,0.12562,-58.0,22.347,4162.5,12.43317,267.184,22.7529,30.189
646,6,225.0,19426.9,0.12461,-58.0,21.251,3840.4,10.56352,541.415,8.733,32.275
647,6,230.0,19115.6,0.12926,-58.0,21.946,3524.6,9.84535,266.768,15.3305,30.706
648,6,235.0,19445.5,0.12434,-58.0,20.402,3229.0,9.77286,544.704,7.2842,32.336
649,6,240.0,19194.1,0.12807,-58.0,21.723,4172.2,12.11741,346.865,17.2741,31.747
650,6,245.0,19243.5,0.12733,-58.0,23.179,3722.8,9.98803,355.862,12.2453,30.881
651,6,250.0,19102.7,0.12945,-58.0,24.788,3957.0,10.64627,350.522,14.5144,33.879
652,6,255.0,19223.2,0.12763,-58.0,21.508,4021.7,10.97584,267.096,19.9492,33.445
653,6,260.0,19295.0,0.12656,-58.0,20.582,3621.6,9.68935,350.439,12.0078,30.91
654,6,265.0,19098.3,0.12952,-58.0,23.717,3836.9,11.25987,540.394,9.2863,30.237
655,6,270.0,19144.1,0.12882,-58.0,24.176,3707.2,9.22147,271.356,14.7993,31.569
656,6,275.0,19207.8,0.12786,-58.0,21.26,3542.1,10.69693,350.608,12.9071,31.661
657,6,280.0,19052.9,0.13021,-58.0,20.906,3337.8,9.94674,269.837,14.795,31.368
658,6,285.0,19175.1,0.12835,-58.0,20.995,3242.0,10.77476,265.394,15.6961,30.747
659,6,290.0,18993.7,0.13112,-58.0,21.131,3381.0,11.21685,347.426,13.3166,30.249
660,6,295.0,18858.8,0.13322,-58.0,20.207,3621.5,10.57046,539.62,8.4372,29.394
661,6,300.0,19017.7,0.13075,-58.0,22.253,3862.0,10.80108,540.871,8.9804,30.871
662,6,305.0,18976.0,0.1314,-58.0,21.663,3694.6,10.76011,352.919,13.3619,28.338
663,6,310.0,19039.2,0.13042,-58.0,22.039,3542.1,10.44577,349.239,12.6835,30.43
664,6,315.0,18924.8,0.13219,-58.0,25.018,3905.9,10.53204,351.127,14.2314,30.918
665,6,320.0,18889.2,0.13275,-58.0,23.677,3295.9,9.47219,348.001,11.0873,28.803
666,6,325.0,18992.2,0.13115,-58.0,19.786,3420.7,10.71286,347.066,12.6347,29.507
667,6,330.0,18904.0,0.13251,-58.0,21.819,3829.6,11.3513,348.346,15.0403,30.861
668,6,335.0,18792.4,0.13427,-58.0,20.533,3858.9,9.12552,351.472,12.0783,30.544
669,6,340.0,18811.6,0.13396,-58.0,22.355,4069.3,9.77897,538.98,9.0015,27.342
670,6,345.0,18891.8,0.1327,-58.0,23.977,3629.8,11.34624,268.569,18.1401,31.661
671,6,350.0,18595.3,0.13742,-58.0,22.504,3834.4,11.70221,541.705,9.9365,28.868
672,6,355.0,18705.1,0.13565,-58.0,21.864,4137.9,12.46056,537.441,11.096,29.316
673,6,360.0,18731.9,0.13522,-58.0,22.004,4257.2,12.71328,347.361,18.6011,29.882
674,6,365.0,18786.5,0.13436,-58.0,20.591,4181.0,12.35314,270.148,22.3976,30.405
675,6,370.0,18665.0,0.13629,-58.0,22.435,4501.9,11.57811,273.469,22.4995,33.367
676,6,375.0,18677.2,0.1361,-58.0,22.064,4424.0,12.7601,269.276,24.481,30.699
677,6,380.0,18758.8,0.1348,-58.0,19.796,4177.0,12.54377,349.578,17.6277,32.727
678,6,385.0,18617.7,0.13705,-58.0,21.1,4318.4,12.6121,350.963,18.0185,29.943
679,6,390.0,18723.0,0.13537,-58.0,22.507,4370.1,12.52151,541.47,11.8613,29.684
680,6,395.0,18609.0,0.1372,-58.0,23.24,4208.7,12.61582,541.622,11.5866,29.52
681,6,400.0,18715.3,0.13549,-58.0,24.229,4350.0,11.33262,349.491,16.61,30.784
682,6,405.0,18611.5,0.13715,-58.0,22.658,4386.9,13.21102,538.91,12.6499,30.437
683,6,410.0,18699.3,0.13575,-58.0,23.834,4572.5,14.91315,273.887,28.9575,30.907
684,6,415.0,18575.6,0.13774,-58.0,21.52,4481.9,13.01696,540.989,12.7184,32.066
685,6,420.0,18596.1,0.1374,-58.0,20.884,4410.2,12.69392,269.049,24.2827,30.256
686,6,425.0,18586.7,0.13756,-58.0,20.016,4503.9,13.56373,350.842,20.3194,29.877
687,6,430.0,18457.4,0.13966,-58.0,20.036,3979.2,12.92991,350.3,17.027,30.156
688,6,435.0,18493.5,0.13907,-58.0,22.365,4459.8,12.4887,541.217,12.0579,30.603
689,6,440.0,18509.2,0.13881,-58.0,20.987,4682.7,13.03568,351.926,20.3569,30.93
690,6,445.0,18388.9,0.14079,-58.0,23.705,4482.8,13.25904,349.115,19.6159,29.854
691,6,450.0,18408.1,0.14048,-58.0,20.589,4697.3,13.14381,269.369,26.8808,29.821
692,6,455.0,18715.7,0.13548,-58.0,22.941,4414.3,13.16031,270.84,24.7059,32.042
693,6,460.0,18494.7,0.13905,-58.0,21.557,4478.7,13.62094,270.287,25.9062,31.156
694,6,465.0,18738.9,0.13511,-58.0,22.402,4124.6,12.4367,540.739,11.3581,31.532
695,6,470.0,18576.9,0.13771,-58.0,22.182,4627.5,12.34398,268.09,24.847,30.598
696,6,475.0,18677.8,0.13609,-58.0,22.284,3936.0,11.68684,269.113,19.9579,29.91
697,6,480.0,18575.7,0.13773,-58.0,22.256,4231.7,11.90138,352.308,16.6175,30.315
698,6,485.0,18622.8,0.13697,-58.0,23.567,4309.4,12.42659,539.878,11.7444,29.627
699,6,490.0,18585.9,0.13757,-58.0,18.882,4189.3,12.80035,348.229,18.1045,29.546
700,6,495.0,18680.1,0.13605,-58.0,22.632,4212.6,12.00034,270.043,22.2232,31.639
701,6,500.0,18688.5,0.13592,-58.0,21.719,4398.7,11.9626,271.519,22.6335,32.189
702,6,505.0,18600.5,0.13733,-58.0,21.852,3692.3,10.99987,271.347,18.0249,32.099
703,6,510.0,18593.7,0.13744,-58.0,25.087,4113.5,10.98014,540.983,10.0269,30.551
704,6,515.0,18662.8,0.13633,-58.0,22.292,3819.1,9.98825,352.751,12.7047,30.37
705,6,520.0,18815.1,0.13391,-58.0,23.164,3818.3,11.64239,540.915,9.8447,30.378
706,6,525.0,18706.3,0.13563,-58.0,21.417,4119.1,9.88306,352.4,13.9854,31.214
707,6,530.0,18611.2,0.13716,-58.0,24.314,3750.6,10.30421,537.051,8.5247,30.204
708,6,535.0,18952.6,0.13176,-58.0,20.645,3689.1,10.37293,353.023,12.8574,31.632
709,6,540.0,18822.1,0.1338,-58.0,20.448,4021.6,12.57164,350.049,16.5596,29.409
710,6,545.0,18644.0,0.13663,-58.0,23.661,3899.7,9.6608,350.111,13.1028,31.674
711,6,550.0,18762.5,0.13474,-58.0,20.722,3796.8,9.90691,270.697,16.486,29.245
712,6,555.0,18729.2,0.13527,-58.0,21.713,3703.9,10.04373,535.213,7.9252,29.078
713,6,560.0,18834.7,0.1336,-58.0,24.503,3602.3,10.00167,349.377,12.3748,30.305
714,6,565.0,18883.8,0.13283,-58.0,22.912,3790.4,10.37068,541.135,8.9441,30.315
715,6,570.0,18962.2,0.13161,-58.0,24.101,3429.2,8.83104,269.912,13.3722,29.801
716,6,575.0,19110.1,0.12934,-58.0,22.252,3398.6,9.92376,540.541,7.1996,29.823
717,6,580.0,18899.3,0.13259,-58.0,24.253,3956.3,11.88767,268.264,21.0535,29.748
718,6,585.0,18824.6,0.13376,-58.0,23.841,3601.3,9.06995,272.182,14.3359,30.851
719,6,590.0,18758.3,0.13481,-58.0,24.107,3694.8,9.44876,348.598,12.2956,30.641
720,6,595.0,19081.0,0.12978,-58.0,21.562,3562.6,10.30273,270.508,15.9369,30.022
