sample_id,profile_id,speed_rpm,torque_nm,current_a,voltage_v,temperature_c,vibration_rms_mm_s,acoustic_db,cooling_flow_lpm,efficiency,pressure_kpa,output_power_w,true_mode_label,mode_id,anomaly_flag,health_score,maintenance_priority
402,3,4946.1,13.82258,43.155,97.133,81.149,2.8818,55.695,14.858,0.82578,101.056,7159.508,high_load,2,0,0.87943,low
403,6,4199.1,17.77898,36.7593,299.974,79.742,2.7303,58.847,13.504,0.83157,100.014,7817.906,high_load,2,0,0.94831,low
404,2,1168.4,3.44067,5.4315,96.234,33.054,1.0825,53.293,14.237,0.87996,98.862,420.973,idle,0,0,1.0,low
405,3,2699.9,8.25357,21.3739,96.874,51.082,1.4352,53.591,15.725,0.84553,100.924,2333.53,nominal,1,0,1.0,low
406,5,1324.2,2.33983,7.2565,47.857,34.36,1.208,52.9,16.556,0.90058,96.972,324.461,idle,0,0,1.0,low
407,5,3215.1,8.30407,19.8083,45.346,39.61,2.3014,56.597,15.554,0.88569,98.885,2795.884,nominal,1,0,1.0,low
408,4,2814.1,8.28785,13.1058,300.459,54.826,5.6364,68.687,13.223,0.84842,99.647,2442.338,vibration_alarm,4,1,0.8825,low
409,5,4630.1,14.48594,39.713,46.973,72.777,4.7829,62.583,18.254,0.83186,100.134,7023.703,high_load,2,0,0.87259,low
410,2,4921.2,18.1148,45.1226,300.474,77.217,2.5596,53.807,17.084,0.83308,100.969,9335.357,high_load,2,0,0.87352,low
411,1,4714.6,15.49452,49.379,48.212,74.358,2.3568,58.998,17.753,0.80911,102.33,7649.79,high_load,2,0,0.84096,low
412,3,2752.6,6.81525,16.1227,48.949,56.613,5.6524,70.865,14.56,0.83469,101.245,1964.497,vibration_alarm,4,1,0.88162,low
413,5,4628.9,14.61294,37.4023,300.604,65.381,2.9146,55.809,18.399,0.847,98.529,7083.483,high_load,2,0,0.97598,low
414,5,3777.7,7.37001,22.8199,298.128,45.567,1.2589,46.29,14.394,0.87852,101.319,2915.586,nominal,1,0,1.0,low
415,4,2961.7,6.90529,14.7768,46.559,58.671,6.0488,67.806,14.855,0.87791,102.195,2141.64,vibration_alarm,4,1,0.85982,low
416,1,3385.1,6.88515,12.1805,300.128,55.959,6.7706,73.479,16.359,0.89985,99.777,2440.698,vibration_alarm,4,1,0.82012,low
417,4,1106.8,3.60664,6.4477,301.371,31.639,0.8783,50.029,18.127,0.87327,99.038,418.016,idle,0,0,1.0,low
418,2,1302.4,2.72533,6.4043,300.17,27.606,1.3479,54.24,15.636,0.89683,102.227,371.687,idle,0,0,1.0,low
419,6,1220.0,3.03116,6.5036,95.225,29.247,0.9693,51.345,18.909,0.88796,97.486,387.257,idle,0,0,1.0,low
420,2,3543.7,6.86075,16.3359,97.613,54.222,1.3412,52.456,16.934,0.82717,99.582,2545.981,nominal,1,0,1.0,low
421,5,3375.0,9.066,21.1005,301.32,49.452,1.6492,49.803,16.358,0.88211,99.115,3204.221,nominal,1,0,1.0,low
422,5,3044.0,7.55331,15.1587,298.847,54.627,6.1106,69.969,18.002,0.86746,97.275,2407.755,vibration_alarm,4,1,0.85642,low
423,6,1127.9,3.25036,5.9322,301.098,34.022,1.0266,53.371,14.006,0.89014,101.675,383.918,idle,0,0,1.0,low
424,1,3747.4,10.1237,27.7766,97.273,90.701,2.5456,55.648,8.125,0.78856,100.151,3972.799,cooling_degraded,3,1,0.92755,low
425,5,4324.3,14.85023,33.7003,47.91,84.749,3.0583,56.4,15.374,0.82749,102.055,6724.847,high_load,2,0,0.94838,low
426,1,2987.1,6.87581,18.1503,298.219,65.154,7.3713,71.451,14.034,0.84882,99.413,2150.807,vibration_alarm,4,1,0.78708,low
427,5,3333.1,8.11664,16.9065,96.549,48.252,7.0301,67.131,16.738,0.82849,99.353,2833.017,vibration_alarm,4,1,0.80585,low
428,5,1169.5,2.37484,5.4098,48.473,33.333,0.8669,49.331,14.415,0.9065,100.089,290.858,idle,0,0,1.0,low
429,3,3953.6,10.70483,28.5892,300.267,90.946,3.1593,58.429,7.124,0.82618,101.31,4432.017,cooling_degraded,3,1,0.92669,low
430,1,2776.1,8.79194,16.6879,299.595,57.063,1.3846,54.963,13.453,0.85115,96.661,2555.893,nominal,1,0,1.0,low
431,3,4791.5,14.08126,34.7158,94.542,85.54,2.9609,58.948,14.957,0.86035,102.748,7065.483,high_load,2,0,0.94561,low
432,2,1237.2,3.17203,6.2855,48.41,27.395,1.2634,54.349,17.374,0.88867,98.446,410.975,idle,0,0,1.0,low
433,5,3851.0,15.6526,33.5196,94.484,71.692,3.2424,58.13,18.404,0.82274,99.802,6312.307,high_load,2,0,0.99408,low
434,4,1162.7,2.84598,5.5107,301.549,21.831,1.2793,45.829,14.83,0.91035,96.051,346.515,idle,0,0,1.0,low
435,4,2712.9,8.79054,18.9344,96.733,48.074,1.4935,50.985,16.036,0.88373,98.014,2497.306,nominal,1,0,1.0,low
436,2,2559.9,7.30865,19.2222,96.084,56.285,6.7038,65.181,15.568,0.84274,99.272,1959.262,vibration_alarm,4,1,0.82379,low
437,6,1176.3,3.26233,6.3262,299.057,21.101,1.197,53.618,14.712,0.8878,98.003,401.846,idle,0,0,1.0,low
438,2,1114.3,3.06214,5.6271,300.641,32.073,0.6898,50.853,14.749,0.90826,101.249,357.308,idle,0,0,1.0,low
439,6,3017.4,8.51823,13.6435,300.519,53.187,4.8265,61.371,16.088,0.88997,105.414,2691.577,vibration_alarm,4,1,0.92704,low
440,3,4073.1,10.24855,22.9896,301.916,90.63,2.3434,55.801,7.639,0.82385,100.513,4371.347,cooling_degraded,3,1,0.9278,low
441,3,3328.5,7.04464,20.2107,48.035,47.304,1.906,49.144,17.494,0.89421,100.745,2455.484,nominal,1,0,1.0,low
442,1,3351.5,9.41205,30.5551,298.707,99.677,2.2335,57.123,5.246,0.79281,101.399,3303.345,cooling_degraded,3,1,0.89613,low
443,5,4472.4,14.64074,32.4523,298.79,73.061,3.6626,60.093,14.705,0.82138,102.144,6857.036,high_load,2,0,0.98034,low
444,6,5035.0,16.73793,37.1366,302.693,79.164,2.047,55.313,14.717,0.84974,100.659,8825.357,high_load,2,0,0.94656,low
445,3,4189.8,7.64064,24.7749,96.647,97.973,2.6109,54.269,4.732,0.81008,102.305,3352.378,cooling_degraded,3,1,0.90209,low
446,2,1038.0,2.43619,4.3226,97.398,32.454,1.2068,51.72,16.545,0.8863,98.826,264.811,idle,0,0,1.0,low
447,5,1106.1,2.7914,6.3743,299.409,30.643,1.0295,47.065,18.023,0.90959,101.452,323.324,idle,0,0,1.0,low
448,4,2781.1,6.81216,17.2793,48.354,55.501,8.0206,78.373,15.482,0.87857,97.732,1983.942,vibration_alarm,4,1,0.75137,low
449,5,2174.4,5.31541,15.0625,46.856,39.786,2.4345,57.934,15.833,0.92375,100.219,1210.311,sensor_drift,5,1,1.0,low
450,6,4315.7,9.96079,33.0239,97.461,91.136,3.0465,62.158,5.768,0.81758,102.093,4501.662,cooling_degraded,3,1,0.92603,low
451,1,4342.1,12.07018,28.5653,47.875,89.6,2.8875,62.787,7.856,0.79907,101.431,5488.407,cooling_degraded,3,1,0.9314,low
452,2,3243.7,6.84074,12.2334,300.254,55.017,5.6469,68.444,15.543,0.84217,101.478,2323.674,vibration_alarm,4,1,0.88192,low
453,4,1005.2,2.841,4.7641,97.047,32.783,0.8958,49.629,16.866,0.87623,96.231,299.07,idle,0,0,1.0,low
454,4,3733.7,8.96735,29.1925,96.291,94.623,2.5393,54.635,7.166,0.83665,102.578,3506.188,cooling_degraded,3,1,0.91382,low
455,5,3784.9,8.53251,33.6518,299.096,100.469,2.5643,55.344,7.059,0.75644,100.038,3381.896,cooling_degraded,3,1,0.89336,low
456,2,1191.4,3.3464,6.5165,47.525,33.853,1.302,54.217,16.147,0.90666,98.136,417.512,idle,0,0,1.0,low
457,1,1102.0,3.06161,4.8802,298.353,34.933,1.2483,50.949,15.867,0.90366,99.07,353.299,idle,0,0,1.0,low
458,5,2954.5,8.23405,15.4776,95.193,54.125,6.7728,71.258,18.976,0.84617,97.873,2547.613,vibration_alarm,4,1,0.81999,low
459,4,3123.7,7.46407,22.5469,97.089,53.898,2.1506,56.008,17.132,0.87401,102.062,2441.571,nominal,1,0,1.0,low
460,6,3065.0,7.51768,15.4533,94.668,46.765,1.6794,55.192,16.646,0.90283,101.003,2412.945,nominal,1,0,1.0,low
461,6,3820.4,7.20487,22.2879,96.04,95.416,2.3965,58.36,7.098,0.83949,102.052,2882.481,cooling_degraded,3,1,0.91104,low
462,1,5127.6,13.49276,33.4977,95.332,78.178,2.8977,60.867,16.7,0.86637,102.464,7245.131,high_load,2,0,0.97138,low
463,6,4598.8,11.66932,35.6725,300.288,72.112,2.4769,56.826,16.735,0.85673,100.442,5619.801,high_load,2,0,0.98588,low
464,5,2750.6,6.441,20.5072,95.903,59.133,7.9881,73.181,17.886,0.81316,101.427,1855.274,vibration_alarm,4,1,0.75315,low
465,6,3578.0,6.67728,14.431,51.002,44.375,1.719,51.288,18.262,0.87784,102.508,2501.864,nominal,1,0,1.0,low
466,1,1227.9,3.11762,6.6458,51.278,33.885,0.9847,51.121,15.043,0.93066,97.967,400.891,idle,0,0,1.0,low
467,6,1058.2,3.49556,5.8956,298.391,30.144,0.9042,52.041,16.194,0.90416,101.595,387.368,idle,0,0,1.0,low
468,6,4133.4,8.27364,20.6213,96.509,92.058,1.998,53.258,5.136,0.82909,97.593,3581.203,cooling_degraded,3,1,0.9228,low
469,4,2778.0,8.75969,19.924,94.647,48.076,1.7038,54.12,15.042,0.88401,101.997,2548.271,nominal,1,0,1.0,low
470,5,4783.7,14.38387,41.7003,96.593,79.167,2.2103,54.871,15.913,0.79842,102.805,7205.608,high_load,2,0,0.90091,low
471,4,3389.2,8.87726,17.177,298.187,46.655,2.0684,52.431,18.937,0.87328,102.412,3150.649,nominal,1,0,1.0,low
472,1,4415.1,9.17549,28.0655,49.455,90.566,2.6396,57.016,6.458,0.79873,99.062,4242.269,cooling_degraded,3,1,0.92802,low
473,3,3051.5,7.67187,15.2494,49.054,49.864,1.4403,48.807,16.76,0.90068,100.715,2451.525,nominal,1,0,1.0,low
474,6,4517.8,10.84759,26.1012,299.198,91.907,2.4108,57.963,8.396,0.80654,102.04,5132.023,cooling_degraded,3,1,0.92332,low
475,4,2667.6,9.02028,19.0268,95.991,49.484,2.2605,57.18,16.345,0.86784,99.539,2519.782,nominal,1,0,1.0,low
476,1,1278.5,2.08921,5.6265,95.81,38.436,1.2026,54.424,15.75,0.84812,100.871,279.708,idle,0,0,1.0,low
477,3,2680.5,6.64035,17.7263,299.823,50.08,3.1606,58.397,18.293,0.88478,95.891,1863.939,vibration_alarm,4,1,1.0,low
478,6,3066.5,5.62017,15.0952,46.628,68.51,6.1762,65.405,14.67,0.8773,97.51,1804.773,vibration_alarm,4,1,0.85281,low
479,3,2808.5,7.11428,12.4303,47.142,53.401,6.03,64.966,18.576,0.84532,101.753,2092.353,vibration_alarm,4,1,0.86085,low
480,2,4853.1,14.22771,34.1391,95.228,73.82,1.8946,52.539,15.507,0.91348,99.503,7230.731,high_load,2,0,0.98663,low
481,2,1299.3,3.21435,6.9111,300.356,33.236,1.083,52.613,15.291,0.90297,100.494,437.344,idle,0,0,1.0,low
482,2,1235.4,3.77542,7.3279,50.197,34.965,1.0371,53.673,15.192,0.85652,98.197,488.443,idle,0,0,1.0,low
483,5,3027.9,8.07821,17.214,95.823,51.33,1.6319,55.367,14.527,0.8995,100.661,2561.413,nominal,1,0,1.0,low
484,2,3994.8,9.42712,33.8574,48.725,92.293,2.8103,58.879,6.066,0.83292,102.882,3943.723,cooling_degraded,3,1,0.92197,low
485,1,3241.9,6.09873,22.2623,96.142,51.058,1.7073,53.382,14.324,0.90648,98.081,2070.435,nominal,1,0,1.0,low
486,3,3466.9,7.54446,21.874,47.313,43.723,2.2849,54.35,17.109,0.91083,102.494,2739.048,nominal,1,0,1.0,low
487,2,1071.0,2.80854,6.1691,46.457,22.535,0.9844,56.68,15.11,0.91066,98.078,314.99,idle,0,0,1.0,low
488,5,1217.1,2.61118,4.8954,48.188,33.535,1.3652,50.14,13.034,0.94,97.738,332.818,idle,0,0,1.0,low
489,4,3001.5,8.99074,11.1228,46.22,46.347,1.6273,49.31,18.304,0.83142,103.497,2825.965,nominal,1,0,1.0,low
490,6,4402.6,13.50136,30.9018,95.565,72.186,2.6169,55.805,17.569,0.86018,102.755,6224.723,high_load,2,0,0.99235,low
491,4,3714.7,10.24113,23.5022,95.469,85.04,1.7214,49.378,5.694,0.84127,103.898,3983.859,cooling_degraded,3,1,0.94736,low
492,3,3121.6,8.03047,22.3349,96.533,43.342,2.1147,55.189,19.83,0.87849,101.631,2625.107,nominal,1,0,1.0,low
493,2,1202.3,3.06613,7.341,95.321,26.49,1.5065,53.357,14.842,0.89945,99.372,386.028,idle,0,0,1.0,low
494,2,1105.8,2.71327,7.817,300.231,32.726,1.0146,52.036,17.066,0.91076,98.007,314.191,idle,0,0,1.0,low
495,6,3469.2,13.77625,30.5771,299.016,78.601,3.8012,59.565,16.833,0.84387,98.681,5004.764,high_load,2,0,0.95333,low
496,3,4645.5,13.89823,39.459,93.933,77.363,2.4328,54.63,15.83,0.81992,100.475,6761.211,high_load,2,0,0.92964,low
497,3,1356.0,2.85023,6.9221,97.597,22.047,0.9396,50.4,16.81,0.8742,96.949,404.731,idle,0,0,1.0,low
498,2,4348.7,9.55257,25.1008,47.092,91.805,2.47,56.757,6.391,0.78647,101.848,4350.202,cooling_degraded,3,1,0.92368,low
499,1,5094.5,14.23517,41.4247,303.141,72.574,2.8517,58.026,16.867,0.79176,101.628,7594.372,high_load,2,0,0.92674,low
500,5,983.9,3.34281,5.6228,47.682,30.249,1.1837,49.406,15.104,0.90526,94.162,344.421,idle,0,0,1.0,low
501,4,1189.2,3.47,7.1009,300.37,35.369,1.3472,54.509,18.362,0.88801,101.364,432.115,idle,0,0,1.0,low
502,3,4524.3,9.33885,24.9644,46.34,93.446,3.0064,52.85,8.037,0.84449,99.593,4424.561,cooling_degraded,3,1,0.91794,low
503,2,3400.7,9.27009,24.4893,47.32,91.748,2.7921,58.331,10.623,0.81641,100.923,3301.313,cooling_degraded,3,1,0.92388,low
504,5,1180.2,3.33923,5.0291,298.495,27.085,1.6156,53.115,15.418,0.92018,97.975,412.709,idle,0,0,1.0,low
505,1,1329.8,3.06421,5.5609,48.315,31.827,1.0675,48.695,18.759,0.89487,96.889,426.718,idle,0,0,1.0,low
506,2,2654.2,8.00101,16.7931,301.157,52.407,2.3316,57.486,17.479,0.88178,99.082,2223.828,nominal,1,0,1.0,low
507,1,4844.8,15.56491,40.062,48.261,77.321,2.5531,55.901,17.404,0.88098,103.589,7896.819,high_load,2,0,0.92376,low
508,2,2834.5,8.14876,18.2496,45.407,38.071,1.6104,53.053,16.414,0.89857,103.406,2418.807,nominal,1,0,1.0,low
509,5,3059.4,7.7246,15.1858,95.334,51.873,7.1441,72.714,17.352,0.80811,98.15,2474.838,vibration_alarm,4,1,0.79957,low
510,6,3111.0,8.30922,20.827,300.935,44.569,1.0908,54.385,17.892,0.89184,97.92,2706.971,nominal,1,0,1.0,low
511,6,2421.8,5.64604,14.7687,299.979,36.265,2.598,55.751,18.138,0.86417,100.182,1431.912,sensor_drift,5,1,1.0,low
512,2,1348.8,3.25095,6.7982,95.145,34.506,0.9065,51.624,15.52,0.86273,100.269,459.181,idle,0,0,1.0,low
513,2,3381.8,7.64645,17.2366,301.526,41.131,1.9475,57.342,17.674,0.85115,96.458,2707.943,nominal,1,0,1.0,low
514,5,2577.7,5.606,13.8193,300.217,45.596,2.1096,52.707,14.467,0.86533,98.811,1513.273,sensor_drift,5,1,1.0,low
515,1,4714.7,13.12694,39.7196,97.849,81.868,4.0361,59.195,12.741,0.8469,100.303,6481.071,high_load,2,0,0.88178,low
516,3,3963.6,7.35832,13.508,302.032,39.713,1.9104,53.586,18.758,0.9032,96.75,3054.204,nominal,1,0,1.0,low
517,4,3160.3,7.43026,17.7776,97.455,39.286,1.8512,51.085,18.89,0.85159,97.627,2459.024,nominal,1,0,1.0,low
518,3,1031.6,3.29292,5.3318,94.893,25.973,0.9446,53.199,19.27,0.92948,100.052,355.722,idle,0,0,1.0,low
519,2,1191.5,2.86887,7.5876,96.032,31.918,1.251,52.82,15.925,0.90898,98.241,357.957,idle,0,0,1.0,low
520,4,3512.9,7.18298,20.1062,47.113,44.376,1.9171,56.431,14.382,0.86935,100.413,2642.393,nominal,1,0,1.0,low
521,4,3971.0,9.1229,24.1958,299.27,98.746,2.9363,54.345,5.801,0.79571,102.07,3793.703,cooling_degraded,3,1,0.89939,low
522,1,1246.9,3.45762,5.5592,300.505,36.832,1.0999,48.461,15.173,0.86575,103.704,451.475,idle,0,0,1.0,low
523,3,3099.3,6.06771,17.9748,47.632,54.872,6.3345,70.687,17.02,0.84543,99.512,1969.295,vibration_alarm,4,1,0.8441,low
524,6,2709.9,6.94208,14.2291,97.286,59.564,7.3762,74.688,22.131,0.8762,98.56,1970.002,vibration_alarm,4,1,0.78681,low
525,5,2950.2,8.14341,16.9709,301.173,47.667,2.2139,55.622,14.735,0.90185,98.775,2515.842,nominal,1,0,1.0,low
526,3,4449.2,11.31222,21.906,302.355,84.411,2.8215,57.72,8.243,0.80572,100.576,5270.608,cooling_degraded,3,1,0.94956,low
527,3,2885.1,6.70595,17.2881,300.714,58.5,6.5063,70.514,18.854,0.86193,96.696,2026.074,vibration_alarm,4,1,0.83465,low
528,4,2807.8,6.35453,16.3668,299.465,57.827,7.1931,69.27,14.696,0.88289,99.004,1868.417,vibration_alarm,4,1,0.79688,low
529,6,1212.0,2.94242,5.0269,299.746,26.88,1.3031,56.422,18.444,0.85562,98.778,373.467,idle,0,0,1.0,low
530,2,1200.3,2.82622,5.9265,97.627,23.88,1.2135,53.52,16.843,0.87618,100.004,355.233,idle,0,0,1.0,low
531,2,1068.8,3.15106,5.2585,96.044,32.192,0.9355,47.55,16.439,0.89489,98.251,352.685,idle,0,0,1.0,low
532,2,1232.2,3.26887,4.8212,298.257,38.734,1.2904,55.602,15.071,0.92247,97.75,421.796,idle,0,0,1.0,low
533,1,4756.8,14.53348,39.3319,47.293,83.995,3.3149,57.373,13.957,0.84335,101.114,7239.509,high_load,2,0,0.9077,low
534,1,2863.8,10.89156,16.4063,301.201,43.353,2.1476,54.741,16.899,0.83824,99.564,3266.335,nominal,1,0,1.0,low
535,5,2658.7,5.74296,19.2593,96.437,57.161,7.3362,67.361,13.785,0.84553,99.257,1598.961,vibration_alarm,4,1,0.78901,low
536,2,1215.3,2.94965,7.166,299.675,30.982,1.2816,49.318,12.977,0.91464,99.898,375.404,idle,0,0,1.0,low
537,5,2355.4,3.95713,16.4021,48.693,37.796,2.7859,52.241,19.779,0.85902,99.451,976.035,sensor_drift,5,1,1.0,low
538,2,1218.5,2.83343,6.177,297.432,31.984,1.1189,53.163,13.009,0.88815,101.61,361.558,idle,0,0,1.0,low
539,5,3559.0,8.16644,14.7788,95.072,48.135,1.7583,52.284,16.896,0.84966,100.056,3043.62,nominal,1,0,1.0,low
540,5,4994.9,16.66538,32.5221,95.814,76.603,3.4443,61.463,16.922,0.81316,100.4,8717.107,high_load,2,0,0.97689,low
541,5,2121.6,5.1442,13.9782,299.64,43.455,2.19,56.346,16.204,0.88325,102.458,1142.899,sensor_drift,5,1,1.0,low
542,2,5568.1,14.13944,38.956,48.841,75.285,2.9558,61.369,16.472,0.85936,102.184,8244.623,high_load,2,0,0.94194,low
543,4,2853.4,8.14138,17.1617,48.247,46.511,1.8369,53.354,19.083,0.88027,100.273,2432.678,nominal,1,0,1.0,low
544,3,2641.4,6.01456,17.7485,296.769,53.725,5.8575,65.181,14.228,0.80405,98.971,1663.645,vibration_alarm,4,1,0.87034,low
545,3,3054.8,9.3198,23.8547,46.86,44.852,1.6517,53.385,16.935,0.84563,98.252,2981.348,nominal,1,0,1.0,low
546,3,2876.1,6.08557,15.1297,301.453,59.492,5.8325,68.442,16.211,0.85957,99.179,1832.855,vibration_alarm,4,1,0.87171,low
547,3,4206.4,10.15069,25.8684,300.83,97.285,1.7901,52.15,5.898,0.83713,100.077,4471.3,cooling_degraded,3,1,0.9045,low
548,1,4621.4,14.93427,36.2964,47.695,82.343,3.0444,60.16,15.188,0.86085,103.68,7227.414,high_load,2,0,0.94384,low
549,5,2823.5,9.45425,14.7368,96.324,48.762,2.269,55.44,16.877,0.89699,100.919,2795.4,nominal,1,0,1.0,low
550,3,5101.2,12.92418,43.3864,300.026,81.269,2.6184,61.653,18.541,0.83354,99.268,6903.991,high_load,2,0,0.87669,low
551,4,4870.8,15.20414,39.5345,48.622,71.567,3.3239,58.506,18.81,0.82127,102.108,7755.182,high_load,2,0,0.94917,low
552,3,4100.2,9.70886,22.394,95.805,89.793,2.5655,59.439,5.789,0.82256,101.227,4168.701,cooling_degraded,3,1,0.93073,low
553,5,3543.5,7.65864,16.5474,96.868,42.597,0.7542,48.001,17.572,0.8875,96.696,2841.925,nominal,1,0,1.0,low
554,2,3457.5,7.19794,17.3323,95.077,51.565,2.1882,54.511,14.185,0.90499,100.613,2606.153,nominal,1,0,1.0,low
555,6,1129.7,3.0083,6.0984,45.995,37.117,0.7993,48.227,14.602,0.87471,99.17,355.885,idle,0,0,1.0,low
556,6,2469.7,6.07878,15.1059,299.145,39.296,1.7347,51.801,17.68,0.88909,100.771,1572.163,sensor_drift,5,1,1.0,low
557,3,1218.3,2.53351,5.667,48.083,26.078,0.9482,48.681,14.737,0.85924,103.567,323.226,idle,0,0,1.0,low
558,6,3168.8,9.1228,23.928,301.549,56.729,1.8967,57.352,15.769,0.88605,102.935,3027.281,nominal,1,0,1.0,low
559,3,3437.2,7.8167,17.4484,96.468,52.77,1.9526,55.554,15.405,0.87407,101.082,2813.545,nominal,1,0,1.0,low
560,4,4395.8,14.78911,40.1099,299.722,78.262,3.8404,57.895,15.616,0.8354,100.767,6807.891,high_load,2,0,0.90126,low
561,4,4506.2,12.81459,29.3357,300.98,74.228,2.768,58.688,15.644,0.89902,99.148,6047.004,high_load,2,0,0.9852,low
562,5,4120.4,15.68349,41.9373,97.214,74.238,2.6951,50.616,14.873,0.84875,100.974,6767.236,high_load,2,0,0.91579,low
563,3,2926.8,8.65139,12.6231,296.404,57.545,2.0688,55.248,17.915,0.84111,99.429,2651.634,nominal,1,0,1.0,low
564,4,4272.3,10.1203,20.8678,98.166,90.244,3.4611,59.995,7.224,0.82053,100.45,4527.743,cooling_degraded,3,1,0.92915,low
565,3,4455.5,11.70573,26.6072,48.002,90.176,2.3076,54.142,8.346,0.83572,102.658,5461.623,cooling_degraded,3,1,0.92939,low
566,1,1146.4,2.48037,6.8439,94.796,34.67,1.1661,54.946,13.063,0.90209,93.781,297.768,idle,0,0,1.0,low
567,6,3107.8,6.43369,14.8072,48.392,51.829,1.6127,54.234,16.308,0.90628,98.75,2093.835,nominal,1,0,1.0,low
568,6,5500.0,10.2048,28.631,47.687,76.084,3.6485,64.848,18.472,0.86702,98.502,5877.549,high_load,2,0,0.97054,low
569,1,1168.2,2.75716,6.2896,46.582,32.656,0.9593,53.125,16.68,0.94,99.167,337.293,idle,0,0,1.0,low
570,3,3911.9,11.60038,24.9186,48.076,92.622,2.6973,52.313,8.836,0.84231,97.835,4752.091,cooling_degraded,3,1,0.92082,low
571,5,3360.3,7.2841,19.9557,297.796,51.196,1.9102,55.726,13.299,0.91376,100.948,2563.202,nominal,1,0,1.0,low
572,5,2976.3,6.78082,20.5006,95.848,43.783,2.0571,54.339,16.183,0.91436,98.767,2113.424,nominal,1,0,1.0,low
573,4,1254.2,3.11087,6.2806,300.404,34.961,0.9991,48.993,15.353,0.94,99.112,408.59,idle,0,0,1.0,low
574,6,1254.4,2.40485,5.7409,94.901,30.371,1.5079,51.236,14.237,0.87243,97.362,315.896,idle,0,0,1.0,low
575,5,3304.0,7.75127,17.9697,96.521,39.535,2.1258,54.584,19.564,0.83454,98.639,2681.887,nominal,1,0,1.0,low
576,5,5177.9,14.15201,30.765,299.723,75.309,1.9626,56.51,19.151,0.82918,97.5,7673.598,high_load,2,0,0.98142,low
577,4,1135.4,2.53322,5.9092,298.719,38.063,1.1877,51.482,15.834,0.86736,98.803,301.202,idle,0,0,1.0,low
578,1,3907.8,10.9487,22.9736,46.006,99.206,3.3069,57.092,8.422,0.84453,101.207,4480.471,cooling_degraded,3,1,0.89778,low
579,1,5129.4,15.75507,37.5699,300.391,81.456,3.0946,58.477,16.292,0.84176,97.198,8462.833,high_load,2,0,0.93421,low
580,3,3309.4,8.32517,19.9451,95.366,46.283,2.1024,54.813,17.124,0.8786,99.155,2885.162,nominal,1,0,1.0,low
581,5,1249.7,3.47439,4.4314,47.414,40.694,0.8039,50.244,15.455,0.9005,98.086,454.683,idle,0,0,1.0,low
582,4,1151.3,2.53188,5.2536,301.386,29.848,1.1083,51.473,16.132,0.89495,104.148,305.255,idle,0,0,1.0,low
583,6,3674.9,11.14788,23.7162,49.685,95.483,2.5513,52.869,7.514,0.80502,98.409,4290.037,cooling_degraded,3,1,0.91081,low
584,5,3271.1,7.2778,17.9166,301.947,48.534,1.8338,56.925,16.294,0.87664,101.117,2492.979,nominal,1,0,1.0,low
585,2,3057.0,8.02611,16.9528,48.73,51.274,1.7492,51.733,17.045,0.84975,98.605,2569.406,nominal,1,0,1.0,low
586,6,2402.4,4.97167,14.0373,48.421,49.148,2.4976,58.993,18.142,0.83492,97.566,1250.759,sensor_drift,5,1,1.0,low
587,4,3901.2,9.99582,27.6359,299.291,87.5,2.529,53.933,8.593,0.83569,98.269,4083.667,cooling_degraded,3,1,0.93875,low
588,4,4315.4,13.78058,46.4864,297.169,74.044,1.9319,53.877,15.835,0.8308,100.316,6227.563,high_load,2,0,0.87098,low
589,3,2341.3,4.75679,16.5931,301.214,49.051,2.4358,56.137,18.245,0.86105,99.442,1166.257,sensor_drift,5,1,1.0,low
590,1,3137.3,8.41244,20.3485,300.022,51.685,1.5787,56.017,17.301,0.89933,97.104,2763.826,nominal,1,0,1.0,low
591,3,4431.3,10.79074,29.5636,97.785,92.732,2.3917,56.203,6.971,0.82812,103.948,5007.429,cooling_degraded,3,1,0.92044,low
592,5,3099.5,8.64736,18.7953,96.04,44.015,1.3045,52.173,16.291,0.84657,101.965,2806.763,nominal,1,0,1.0,low
593,1,993.5,2.69194,4.7361,47.579,33.577,1.1366,53.215,17.662,0.92394,98.802,280.056,idle,0,0,1.0,low
594,2,3300.9,9.24239,21.2321,303.188,44.438,2.5712,55.037,17.988,0.88835,98.707,3194.809,nominal,1,0,1.0,low
595,4,2743.1,7.89754,16.0744,50.41,55.941,6.3234,66.021,15.022,0.86729,99.379,2268.651,vibration_alarm,4,1,0.84471,low
596,1,3143.6,7.29025,19.4613,95.777,62.182,7.0496,72.344,17.978,0.87973,97.871,2399.917,vibration_alarm,4,1,0.80477,low
597,2,4401.2,17.26687,32.4091,96.466,80.041,3.649,64.851,13.949,0.81664,98.543,7958.18,high_load,2,0,0.95666,low
598,6,2403.5,7.91252,22.7098,301.84,41.753,1.7582,56.309,19.447,0.93344,103.276,1991.575,nominal,1,0,1.0,low
599,6,3969.0,8.37936,33.4535,47.432,93.493,1.9532,53.17,6.367,0.81393,100.084,3482.762,cooling_degraded,3,1,0.91778,low
600,1,3043.7,8.5169,20.2355,94.994,95.197,2.4322,60.931,6.231,0.83584,100.012,2714.665,cooling_degraded,3,1,0.91181,low
