sample_id,output_power_w,input_power_w,copper_loss_w,iron_loss_w,mechanical_loss_w,total_loss_w,thermal_resistance_k_per_w,thermal_time_constant_s,steady_state_temp_c,temperature_margin_c,is_overheated,mission_segment
537,6315.514,6979.541,12.755,54.78,103.042,441.974,0.205078,1058.902,32.639,27.192,0,descent
538,5704.616,6340.381,25.396,48.508,113.195,433.865,0.191771,1037.622,25.203,26.339,0,descent
539,6211.06,6876.06,50.341,50.364,112.68,461.773,0.192744,1032.467,31.004,27.078,0,descent
540,6424.658,7088.454,53.602,56.705,106.891,462.827,0.201488,1043.124,35.254,25.41,0,descent
541,6028.05,6590.996,11.467,52.312,111.716,388.593,0.195013,1022.724,17.78,27.135,0,descent
542,7488.79,8413.749,44.516,59.123,119.854,609.299,0.188948,1040.811,57.126,28.378,0,descent
543,5765.087,6475.194,26.37,54.23,113.253,477.793,0.194067,1028.279,34.724,26.255,0,descent
544,5885.517,6653.845,28.339,50.954,115.612,510.288,0.190573,1040.47,39.247,26.203,0,descent
545,4807.25,5418.329,18.707,43.298,108.415,412.782,0.195115,1015.735,22.54,25.563,0,descent
546,5605.374,6314.614,41.911,53.053,122.687,488.025,0.185021,1026.586,32.295,27.295,0,descent
547,5262.117,5937.116,9.162,48.04,111.013,446.946,0.194171,1013.73,28.784,27.754,0,descent
548,5295.194,5950.79,22.245,45.523,107.649,439.515,0.196649,1016.849,28.43,26.822,0,descent
549,5768.592,6499.243,26.386,48.189,116.267,487.737,0.189048,997.378,34.206,28.75,0,descent
550,5529.624,6286.442,25.45,42.983,116.889,499.645,0.186496,1013.298,35.182,28.397,0,descent
551,5233.685,6091.257,9.752,47.116,115.072,549.038,0.189879,1000.688,46.251,26.673,0,descent
552,6441.96,7197.924,56.371,54.705,108.068,514.395,0.199458,996.649,44.6,26.392,0,descent
553,6312.981,7000.385,50.934,51.931,121.484,479.029,0.18529,998.431,30.759,27.504,0,descent
554,6614.61,7261.135,13.839,53.448,122.497,440.992,0.184701,997.083,23.452,26.4,0,descent
555,5795.502,6539.679,11.373,50.356,124.554,493.124,0.182228,1007.757,31.861,26.804,0,descent
556,6240.871,6914.671,12.65,53.809,131.073,459.479,0.177658,982.586,23.63,28.328,0,descent
557,6218.75,6984.913,12.884,53.137,124.877,507.294,0.182487,997.011,34.574,27.587,0,descent
558,7113.163,7902.653,67.706,61.339,124.181,548.171,0.185685,1011.649,43.787,30.127,0,descent
559,6919.01,7636.165,15.326,54.53,118.377,479.14,0.188726,986.951,32.426,27.988,0,descent
560,6818.68,7721.05,62.987,57.339,118.146,603.616,0.189853,986.572,56.599,26.774,0,descent
561,6919.078,7620.718,61.09,57.61,114.362,490.78,0.193947,1005.205,37.185,24.654,0,descent
562,6855.429,7496.4,60.088,59.642,119.55,460.211,0.189501,986.599,29.21,27.169,0,descent
563,7354.931,8033.881,16.867,62.727,116.806,461.803,0.193061,982.175,31.156,28.108,0,descent
564,7773.253,8640.779,77.587,63.396,124.277,596.507,0.186052,978.724,52.981,27.298,0,descent
565,6742.396,7528.948,59.672,55.322,111.768,534.646,0.19547,989.508,46.507,28.499,0,descent
566,7580.95,8243.874,72.993,65.363,131.239,485.926,0.180749,988.847,29.831,27.297,0,descent
567,7116.887,7846.085,16.313,56.249,118.639,487.099,0.189134,981.911,34.127,27.577,0,descent
568,6803.941,7453.899,35.076,58.807,123.953,455.503,0.185072,987.795,26.301,25.615,0,descent
569,7775.075,8385.03,18.497,66.242,120.241,427.716,0.190695,988.732,23.563,28.024,0,descent
570,8359.971,9120.875,51.628,67.677,129.285,530.362,0.182796,984.181,38.948,27.257,0,descent
571,7932.975,8445.464,18.902,64.428,124.488,375.387,0.185974,994.034,11.812,27.305,0,descent
572,7959.718,8687.508,49.29,68.682,112.323,503.917,0.199787,978.413,42.676,26.998,0,descent
573,7191.807,8013.606,40.597,59.99,117.159,549.975,0.191381,990.747,47.255,27.805,0,descent
574,8081.992,8877.681,82.329,65.437,117.332,556.923,0.193066,983.944,49.523,26.313,0,descent
575,8863.274,9751.107,99.776,71.642,129.376,623.665,0.184049,978.864,56.785,27.045,0,descent
576,8101.672,8977.742,50.973,66.239,109.47,583.845,0.201796,997.821,59.817,27.819,0,descent
577,7850.415,8604.449,47.227,65.757,131.573,524.77,0.180412,983.786,36.675,28.072,0,descent
578,8239.721,9080.248,86.86,68.301,125.177,588.442,0.186593,980.23,51.799,28.522,0,descent
579,9196.458,10173.826,110.967,71.71,121.256,674.322,0.191246,976.781,70.961,24.757,0,descent
580,7092.348,7898.751,38.962,56.666,118.429,539.847,0.189079,976.4,44.074,27.917,0,descent
581,7410.034,8141.771,41.96,63.216,118.836,503.26,0.190987,988.732,38.116,26.626,0,descent
582,7803.488,8618.507,76.836,68.663,118.963,567.268,0.192579,965.811,51.244,25.073,0,descent
583,7882.908,8778.124,83.013,66.394,119.946,613.578,0.190847,992.49,59.099,25.002,0,descent
584,8745.92,9686.655,59.14,69.413,120.818,629.622,0.191267,995.022,62.426,27.454,0,descent
585,7518.292,8281.441,43.302,60.226,117.023,518.98,0.191789,1003.182,41.535,26.826,0,descent
586,8330.122,9188.241,22.065,71.952,123.349,569.78,0.189699,997.363,50.086,25.704,0,descent
587,7956.465,8859.067,83.364,67.727,117.857,617.458,0.19392,1015.02,61.737,27.295,0,descent
588,7005.444,7597.355,36.947,58.187,119.741,422.245,0.188439,1006.931,21.567,26.859,0,descent
589,6789.822,7493.374,58.075,58.391,111.226,489.414,0.197228,1006.374,38.526,27.892,0,descent
590,7645.723,8530.617,78.239,63.564,124.085,606.341,0.186437,1009.827,55.044,26.577,0,descent
591,7788.05,8685.153,47.549,63.08,117.992,596.287,0.192057,997.623,56.521,26.909,0,descent
592,7255.158,7824.892,16.346,59.442,127.707,404.926,0.182147,1003.248,15.756,26.896,0,descent
593,6261.122,7005.198,31.775,56.786,117.198,501.834,0.190843,1009.762,37.772,28.225,0,descent
594,6292.017,6941.553,49.612,51.148,115.313,454.478,0.190319,1025.809,28.496,28.677,0,descent
595,7614.982,8299.785,72.911,64.62,126.299,495.365,0.184818,1029.104,33.552,26.937,0,descent
596,6158.687,6809.683,48.968,52.249,123.096,458.989,0.183778,1026.184,26.352,25.618,0,descent
597,6807.859,7628.087,15.493,53.84,112.022,532.736,0.194639,1018.786,45.691,27.128,0,descent
598,6348.661,7090.997,13.216,53.659,113.104,489.275,0.193928,1039.635,36.884,29.864,0,descent
599,6994.734,7690.113,15.782,60.839,119.249,470.6,0.190164,1037.818,31.491,28.182,0,descent
600,6159.133,6870.804,12.719,50.142,110.379,469.377,0.195301,1032.546,33.67,26.248,0,descent
601,3420.026,4056.936,10.385,33.617,106.013,417.808,0.194495,1480.6,23.261,33.707,0,loiter
602,4119.944,4694.191,5.687,39.27,94.013,378.373,0.210532,1485.222,21.659,32.955,0,loiter
603,3997.503,4351.393,11.693,38.375,117.632,270.105,0.185214,1482.769,-7.973,31.723,0,loiter
604,4178.511,4900.442,6.165,37.885,91.334,457.985,0.21333,1509.05,39.702,32.219,0,loiter
605,4462.83,5077.788,25.919,41.159,105.422,415.852,0.197701,1485.232,24.214,35.126,0,loiter
606,3844.793,4350.826,19.075,37.408,96.335,347.086,0.206762,1502.462,13.764,33.393,0,loiter
607,4266.285,4829.638,24.362,39.673,106.89,386.761,0.195649,1513.943,17.669,34.181,0,loiter
608,3792.351,4376.781,11.886,34.381,103.064,388.635,0.197487,1517.126,18.75,32.454,0,loiter
609,4497.347,5188.088,16.793,39.989,103.719,452.133,0.199131,1500.496,32.034,33.919,0,loiter
610,4620.111,5287.649,17.027,46.092,103.725,442.226,0.201961,1539.264,31.312,34.554,0,loiter
611,5126.61,5677.89,33.459,44.524,107.248,386.558,0.19673,1513.495,18.048,32.221,0,loiter
612,5092.422,5733.164,20.374,45.833,97.435,426.047,0.208439,1553.092,30.805,36.169,0,loiter
613,4601.366,5250.334,28.537,41.421,105.239,435.771,0.19793,1523.04,28.252,33.727,0,loiter
614,5609.295,6444.748,10.678,47.628,103.17,532.163,0.202242,1513.054,49.626,33.039,0,loiter
615,4614.009,5106.895,6.61,43.824,101.096,339.276,0.203527,1525.928,11.052,32.472,0,loiter
616,5768.773,6596.436,11.287,53.136,106.135,531.966,0.201531,1533.544,49.207,32.861,0,loiter
617,5918.577,6645.233,27.336,50.689,109.904,484.229,0.196091,1548.606,36.953,33.905,0,loiter
618,5660.706,6318.928,40.681,47.5,107.475,450.067,0.197486,1562.431,30.882,34.055,0,loiter
619,5890.734,6468.13,25.531,49.324,107.779,399.753,0.197701,1536.58,21.032,34.23,0,loiter
620,5969.612,6738.434,11.722,54.784,107.409,501.114,0.200462,1539.089,42.454,36.366,0,loiter
621,5458.592,6190.166,23.503,47.471,112.152,484.772,0.19266,1533.574,35.396,32.981,0,loiter
622,6116.247,6840.606,28.849,53.106,96.512,478.708,0.212977,1555.95,43.954,34.289,0,loiter
623,6552.811,7291.176,54.605,54.667,106.623,503.254,0.201017,1545.145,43.162,32.922,0,loiter
624,6666.679,7463.894,58.761,56.818,109.19,539.614,0.19907,1577.148,49.421,35.213,0,loiter
625,6545.037,7284.032,54.011,58.478,114.016,508.374,0.194551,1535.362,40.905,33.249,0,loiter
626,6047.211,6607.766,26.412,51.786,110.621,393.274,0.195493,1523.282,18.882,33.012,0,loiter
627,7808.843,8591.681,78.346,66.454,117.819,548.739,0.193371,1568.044,48.11,33.419,0,loiter
628,5511.543,6119.718,22.631,49.05,98.294,410.985,0.208684,1536.315,27.766,32.046,0,loiter
629,5706.441,6292.164,24.179,51.165,101.762,401.846,0.205308,1570.495,24.502,34.191,0,loiter
630,5474.709,6187.365,39.117,47.06,114.375,482.209,0.190305,1567.07,33.767,33.486,0,loiter
631,6110.299,6761.343,46.574,52.13,101.818,448.308,0.205555,1590.069,34.152,32.786,0,loiter
632,5831.729,6524.926,44.275,51.938,115.311,476.444,0.191155,1574.73,33.074,35.302,0,loiter
633,5657.539,6286.924,24.269,47.822,97.805,422.615,0.208709,1535.972,30.203,35.457,0,loiter
634,5690.684,6454.926,10.803,47.642,104.884,493.832,0.199946,1542.485,40.739,33.737,0,loiter
635,5749.36,6495.2,26.21,50.185,116.782,497.141,0.188992,1570.146,35.956,32.805,0,loiter
636,5228.845,5813.532,20.92,45.667,96.024,394.753,0.20986,1568.778,24.843,32.835,0,loiter
637,5173.084,5732.267,8.52,46.44,100.569,377.538,0.204762,1596.16,19.305,31.878,0,loiter
638,5652.3,6308.079,40.761,49.406,98.927,445.77,0.208116,1558.441,34.772,33.575,0,loiter
639,5420.043,5955.839,35.323,47.862,91.876,373.465,0.216812,1560.594,22.972,35.522,0,loiter
640,5063.286,5743.669,33.247,43.778,114.251,460.284,0.189502,1544.254,29.225,33.439,0,loiter
641,5314.461,5866.169,21.216,46.303,103.127,380.23,0.202108,1546.804,18.848,33.271,0,loiter
642,4753.86,5206.728,6.977,44.291,104.931,319.367,0.199621,1534.313,5.752,34.201,0,loiter
643,4631.687,5370.56,17.899,42.057,96.579,476.821,0.208195,1526.261,41.272,33.423,0,loiter
644,4790.411,5519.569,31.987,42.946,108.402,483.538,0.195262,1544.483,36.416,35.098,0,loiter
645,5419.627,6079.205,38.907,46.619,104.116,448.107,0.200962,1542.899,32.052,34.811,0,loiter
646,4248.276,4728.161,5.732,39.868,97.539,328.349,0.206081,1554.53,9.666,32.725,0,loiter
647,3633.896,4089.697,17.659,34.193,98.344,318.279,0.20279,1502.568,6.544,34.294,0,loiter
648,3304.612,3967.724,3.985,29.573,90.472,420.526,0.210322,1557.686,30.446,32.664,0,loiter
649,5294.254,5991.764,22.413,47.024,101.688,460.637,0.203828,1515.496,35.891,33.253,0,loiter
650,3893.811,4357.631,11.264,37.284,104.495,323.97,0.197324,1523.688,5.927,34.119,0,loiter
651,4411.587,5087.626,15.82,40.785,112.461,447.901,0.190811,1500.462,27.465,31.121,0,loiter
652,4622.492,5328.349,29.884,42.343,99.779,465.624,0.204846,1520.315,37.381,31.555,0,loiter
653,3674.692,4207.987,10.828,36.125,93.475,356.504,0.209404,1532.286,16.653,34.09,0,loiter
654,4524.162,5018.282,6.475,39.498,107.38,340.775,0.195073,1499.744,8.476,34.763,0,loiter
655,3579.915,4015.879,16.44,36.527,108.388,312.39,0.193209,1507.257,2.357,33.431,0,loiter
656,3967.828,4525.33,12.5,33.907,95.705,370.577,0.206035,1517.764,18.352,33.339,0,loiter
657,3476.759,3992.23,16.422,30.178,93.094,346.372,0.207773,1492.337,13.967,33.632,0,loiter
658,3658.1,4165.658,18.48,29.158,92.915,342.406,0.20733,1512.363,12.991,34.253,0,loiter
659,3971.412,4626.528,13.298,31.568,94.242,422.913,0.206662,1482.74,29.4,34.751,0,loiter
660,4008.813,4552.901,5.338,35.141,91.978,358.854,0.211333,1461.135,17.838,35.606,0,loiter
661,4368.291,4857.225,6.047,39.64,101.691,335.234,0.201385,1486.627,9.511,34.129,0,loiter
662,4163.066,4715.667,13.383,36.372,98.253,370.534,0.204112,1479.897,17.63,36.662,0,loiter
663,3874.654,4429.564,12.057,33.606,98.822,370.219,0.20236,1490.122,16.917,34.57,0,loiter
664,4307.872,4997.027,15.176,40.766,113.038,455.077,0.189933,1471.665,28.434,34.082,0,loiter
665,3269.264,3858.393,9.211,29.421,103.943,388.179,0.195235,1465.976,17.786,36.197,0,loiter
666,3837.508,4385.091,11.96,32.21,89.091,361.138,0.213571,1482.505,19.129,35.493,0,loiter
667,4552.274,5239.248,16.945,39.441,99.743,448.094,0.203378,1468.344,33.133,34.139,0,loiter
668,3687.609,4245.2,10.929,38.949,94.79,371.776,0.20965,1450.62,19.943,34.456,0,loiter
669,4167.155,4851.607,6.069,43.838,103.496,445.48,0.200925,1453.647,31.508,37.658,0,loiter
670,4312.891,4871.859,24.648,37.019,107.106,383.38,0.194012,1466.392,16.38,33.339,0,loiter
671,4698.871,5382.649,7.394,40.151,102.515,443.605,0.200258,1419.897,30.836,36.132,0,loiter
672,5399.365,5963.475,9.221,46.691,102.009,381.325,0.20317,1436.924,19.474,35.684,0,loiter
673,5667.734,6461.282,25.908,48.584,103.42,516.511,0.202524,1441.116,46.606,35.118,0,loiter
674,5408.585,6050.677,37.571,47.692,97.222,435.269,0.209357,1449.696,33.126,34.595,0,loiter
675,5458.334,6152.916,37.915,52.814,106.967,470.984,0.200567,1430.672,36.464,31.633,0,loiter
676,5911.462,6592.138,44.891,52.301,104.891,465.309,0.202248,1432.566,36.108,34.301,0,loiter
677,5486.789,6162.278,23.277,47.481,94.014,445.667,0.213518,1445.334,37.158,32.273,0,loiter
678,5703.489,6323.829,24.323,50.143,100.25,419.809,0.206817,1423.346,28.824,35.057,0,loiter
679,5730.242,6422.52,10.54,51.301,106.26,456.399,0.200248,1439.713,33.393,35.316,0,loiter
680,5560.175,6275.58,10.058,47.498,108.015,467.979,0.197065,1421.997,34.222,35.48,0,loiter
681,5162.304,5805.032,20.67,50.211,112.998,436.246,0.193001,1438.513,26.196,34.216,0,loiter
682,6069.144,6817.133,11.988,52.532,106.991,488.574,0.199577,1422.385,39.508,34.563,0,loiter
683,7140.929,7931.09,62.828,56.963,113.108,539.393,0.194592,1436.012,46.962,34.093,0,loiter
684,6109.364,6880.496,12.122,53.82,103.155,500.216,0.204786,1416.854,44.437,32.934,0,loiter
685,5862.522,6533.23,44.198,52.102,100.069,457.255,0.207881,1420.017,37.055,34.744,0,loiter
686,6397.26,7128.895,30.95,54.551,97.305,484.662,0.212343,1418.56,44.915,35.123,0,loiter
687,5387.924,5964.542,21.737,44.289,93.603,388.973,0.212235,1398.818,24.554,34.844,0,loiter
688,5832.521,6525.957,10.9,53.156,106.364,458.079,0.200883,1404.291,34.02,34.397,0,loiter
689,6392.267,7164.104,31.069,58.341,102.587,510.909,0.207371,1406.695,47.947,34.07,0,loiter
690,6224.349,6848.191,28.855,53.931,111.9,430.722,0.195123,1388.468,26.044,35.146,0,loiter
691,6465.507,7240.851,54.184,58.667,101.113,522.722,0.209364,1391.362,51.439,35.179,0,loiter
692,6083.483,6691.331,45.783,52.724,108.327,427.392,0.198343,1438.573,26.77,32.958,0,loiter
693,6388.372,7002.117,50.337,54.396,103.279,431.165,0.20461,1404.483,30.221,33.844,0,loiter
694,5371.683,6141.765,9.676,46.323,104.067,495.574,0.200717,1442.212,41.47,33.468,0,loiter
695,5981.756,6661.248,46.312,56.816,106.931,468.247,0.201707,1417.064,36.448,34.402,0,loiter
696,4817.047,5370.916,29.881,42.224,102.304,383.112,0.201246,1432.66,19.1,35.09,0,loiter
697,5274.019,5854.48,20.713,48.251,104.245,397.197,0.201373,1416.865,21.985,34.685,0,loiter
698,5607.911,6340.549,10.345,49.372,110.055,479.348,0.19569,1424.131,35.803,35.373,0,loiter
699,5615.585,6304.512,24.584,47.265,90.447,451.944,0.218623,1418.443,40.805,35.454,0,loiter
700,5293.819,6001.241,37.048,47.375,105.613,474.598,0.199691,1433.023,36.773,33.361,0,loiter
701,5510.358,6145.42,38.431,51.306,103.323,436.161,0.203846,1434.328,30.91,32.811,0,loiter
702,4253.185,4890.988,24.374,37.339,98.995,423.111,0.203226,1420.691,27.987,32.901,0,loiter
703,4729.91,5424.391,7.542,44.685,114.732,457.096,0.189669,1419.647,28.697,34.449,0,loiter
704,3994.618,4481.586,12.108,39.215,101.567,336.633,0.201208,1430.328,9.733,34.63,0,loiter
705,4655.18,5325.135,7.268,39.743,105.05,436.903,0.197384,1454.205,28.238,34.622,0,loiter
706,4263.096,4928.458,14.668,44.133,100.088,437.449,0.205281,1437.111,31.8,33.786,0,loiter
707,4047.073,4578.224,5.45,38.346,109.211,360.986,0.192663,1422.341,11.549,34.796,0,loiter
708,4007.26,4538.944,12.394,36.659,94.147,356.867,0.209083,1476.122,16.615,33.368,0,loiter
709,5294.405,5796.689,20.556,44.04,95.538,348.317,0.210088,1455.318,15.177,35.591,0,loiter
710,3945.227,4587.412,12.867,40.189,107.572,425.484,0.1953,1427.414,25.097,33.326,0,loiter
711,3939.016,4462.708,20.368,37.982,95.14,357.102,0.208694,1445.918,16.525,35.755,0,loiter
712,3895.725,4241.647,4.706,36.389,98.514,253.081,0.203874,1440.694,-6.403,35.922,0,loiter
713,3772.918,4323.477,11.469,34.853,109.042,372.721,0.191917,1457.313,13.531,34.695,0,loiter
714,4116.429,4839.946,5.99,37.922,103.861,464.432,0.198468,1465.109,34.175,34.685,0,loiter
715,3171.248,3609.32,13.39,31.299,106.401,308.93,0.19351,1477.675,1.781,35.199,0,loiter
716,3531.843,3891.676,3.88,31.573,98.825,258.333,0.201392,1501.673,-5.974,35.177,0,loiter
717,4925.052,5647.894,33.163,41.871,110.316,480.971,0.192904,1467.59,34.781,35.252,0,loiter
718,3420.547,3901.962,15.377,34.041,106.388,334.891,0.194563,1455.71,7.157,34.149,0,loiter
719,3655.877,4286.22,11.309,35.728,108.033,416.47,0.193486,1445.247,22.581,34.359,0,loiter
720,3843.733,4311.052,18.996,34.33,97.037,324.689,0.204587,1496.912,8.427,34.978,0,loiter
