sample_id,profile_id,voltage_kv,frequency_hz,phase_mean_deg,phase_std_deg,pulse_count,mean_charge_pc,max_charge_pc,charge_iqr_pc,repetition_rate_hz,positive_negative_ratio,waveform_rise_ns,waveform_width_ns,prpd_entropy,defect_class,defect_code,has_partial_discharge,risk_score,high_risk,phase_cluster_low_deg,phase_cluster_high_deg,noise_floor_pc
334,1,9.838,50.0,90.749,28.863,20,44.842,95.121,21.059,10.101,1.6394,34.953,144.703,0.44309,corona,1,1,0.42161,0,61.887,119.612,3.966
335,4,7.066,60.0,75.809,22.305,20,53.629,73.681,24.177,12.254,1.8904,41.131,152.751,0.44442,corona,1,1,0.41141,0,53.504,98.114,2.475
336,1,16.551,60.0,86.124,26.699,54,96.931,125.323,37.869,31.991,0.9663,39.807,204.557,0.86583,internal,3,1,1.0,1,59.425,112.823,0.982
337,3,9.12,50.0,93.322,21.408,26,56.93,85.316,14.819,14.077,1.9819,30.139,116.569,0.43795,corona,1,1,0.43038,0,71.915,114.73,0.938
338,8,18.612,50.0,198.78,115.0,10,18.515,26.943,7.301,5.311,1.2516,6.295,91.3,0.22372,no_pd,0,0,0.0701,0,83.78,313.78,3.625
339,1,20.922,50.0,131.615,82.109,6,8.919,14.681,4.056,4.015,1.368,27.206,115.656,0.07983,no_pd,0,0,0.06422,0,49.506,213.724,1.89
340,3,9.591,50.0,61.802,31.713,35,119.833,231.938,32.182,17.157,1.2505,50.519,197.737,0.82063,internal,3,1,1.0,1,30.089,93.516,2.025
341,8,14.197,50.0,130.542,61.302,31,48.102,80.005,11.974,16.105,1.1985,38.013,133.603,0.62659,surface,2,1,0.67573,1,69.24,191.844,1.318
342,2,11.621,50.0,108.513,27.884,18,42.993,62.789,22.245,9.376,1.7446,26.593,91.833,0.44818,corona,1,1,0.43015,0,80.628,136.397,2.02
343,3,15.551,50.0,94.443,22.365,24,0.5,0.978,0.226,10.485,1.9276,32.348,144.216,0.32712,corona,1,1,0.42763,0,72.079,116.808,3.418
344,7,13.613,50.0,84.358,19.16,24,13.896,26.321,4.279,12.409,2.3628,27.998,96.743,0.46432,corona,1,1,0.36637,0,65.198,103.518,0.534
345,8,23.399,50.0,53.937,29.182,44,39.535,53.558,14.55,21.041,1.0602,57.798,194.24,0.71936,internal,3,1,0.95215,1,24.754,83.119,0.912
346,7,16.328,50.0,139.195,48.876,35,54.999,99.744,13.084,18.55,0.9021,42.114,185.989,0.54285,surface,2,1,0.72626,1,90.32,188.071,2.593
347,1,9.744,50.0,75.202,29.697,43,157.32,298.942,63.909,19.72,1.3311,51.108,192.494,0.73864,internal,3,1,1.0,1,45.504,104.899,1.932
348,5,16.432,50.0,155.288,83.752,10,22.165,54.52,11.114,5.983,1.3111,33.669,122.849,0.20122,no_pd,0,0,0.11916,0,71.535,239.04,1.999
349,1,20.864,50.0,100.407,22.046,18,111.513,157.573,37.484,9.402,1.355,40.798,131.657,0.46967,corona,1,1,0.5526,0,78.361,122.453,2.805
350,2,15.649,50.0,156.422,91.33,8,5.269,11.244,1.136,3.446,1.1003,19.337,81.136,0.16178,no_pd,0,0,0.03384,0,65.093,247.752,1.057
351,4,15.416,60.0,154.273,57.188,35,23.185,31.132,7.707,21.209,1.1999,34.96,169.112,0.68396,surface,2,1,0.64003,1,97.085,211.46,4.443
352,5,23.149,50.0,262.092,29.949,38,273.894,546.604,58.153,18.727,0.9054,52.548,195.865,0.73595,internal,3,1,1.0,1,232.143,292.042,3.669
353,2,19.215,50.0,264.61,32.435,50,80.541,208.204,42.104,26.04,0.8915,50.53,195.614,0.73447,internal,3,1,1.0,1,232.175,297.045,1.416
354,1,14.432,50.0,143.794,48.583,21,134.423,241.909,49.932,12.127,1.2826,46.681,162.129,0.61425,surface,2,1,0.8732,1,95.212,192.377,3.024
355,7,18.104,50.0,54.788,37.466,47,282.723,589.801,70.726,21.649,0.7255,40.248,180.724,0.8065,internal,3,1,1.0,1,17.323,92.254,3.362
356,8,14.654,50.0,74.798,31.396,49,158.914,271.177,67.327,26.14,0.6887,59.206,173.114,0.78535,internal,3,1,1.0,1,43.402,106.195,0.843
357,8,8.254,60.0,55.128,29.805,52,142.385,184.229,70.485,29.565,0.5861,55.574,197.883,0.77424,internal,3,1,1.0,1,25.323,84.933,3.158
358,5,21.317,50.0,161.147,42.956,22,111.978,261.859,55.388,12.482,1.4126,43.348,197.719,0.63839,surface,2,1,0.82725,1,118.191,204.103,1.088
359,8,23.395,60.0,233.96,30.811,36,130.38,271.113,40.483,21.146,1.018,55.06,189.531,0.81354,internal,3,1,1.0,1,203.149,264.77,4.041
360,4,13.804,50.0,113.1,45.373,30,70.628,91.319,35.942,13.567,1.5343,41.296,167.741,0.6472,surface,2,1,0.74662,1,67.727,158.473,3.807
361,7,6.824,50.0,175.806,104.696,12,4.081,8.037,1.703,7.534,1.2527,16.825,76.472,0.25911,no_pd,0,0,0.05268,0,71.11,280.502,4.142
362,1,6.173,50.0,244.969,41.01,35,179.489,346.858,78.188,17.886,1.0256,56.264,169.264,0.79649,internal,3,1,1.0,1,203.959,285.979,2.848
363,2,20.52,60.0,180.896,94.042,10,11.079,18.543,3.775,5.133,1.0563,25.432,81.082,0.1801,no_pd,0,0,0.0487,0,86.854,274.938,2.794
364,6,7.754,60.0,99.273,20.355,19,61.822,112.729,27.504,12.379,1.4648,36.42,127.745,0.39242,corona,1,1,0.49445,0,78.917,119.628,1.01
365,8,18.423,50.0,163.474,54.163,40,66.87,145.76,12.788,19.227,1.2923,51.532,147.257,0.50121,surface,2,1,0.80932,1,109.311,217.636,1.183
366,8,10.488,50.0,185.314,95.232,9,5.49,14.218,3.019,3.201,0.9633,22.238,100.031,0.279,no_pd,0,0,0.01159,0,90.082,280.547,1.288
367,5,8.892,50.0,52.93,25.196,37,83.825,155.146,45.501,19.4,0.9373,50.994,202.477,0.69095,internal,3,1,0.971,1,27.734,78.127,0.607
368,7,16.674,50.0,77.488,25.795,11,40.988,91.955,11.322,4.065,2.0725,29.524,138.5,0.38227,corona,1,1,0.41773,0,51.693,103.283,2.321
369,8,13.231,60.0,212.921,34.053,35,168.192,288.713,34.391,21.182,1.04,51.89,172.286,0.80293,internal,3,1,1.0,1,178.868,246.974,1.584
370,6,6.464,60.0,96.246,26.241,23,29.75,57.257,11.806,13.854,1.7565,41.111,109.073,0.43581,corona,1,1,0.30196,0,70.005,122.487,0.763
371,7,11.439,50.0,95.955,24.399,18,74.006,114.368,32.178,7.122,2.0498,37.47,156.552,0.43406,corona,1,1,0.50679,0,71.556,120.354,1.262
372,6,15.875,50.0,159.18,48.985,29,43.93,75.473,9.688,14.409,0.9022,40.758,169.423,0.61097,surface,2,1,0.69738,1,110.195,208.165,0.71
373,7,10.12,50.0,213.503,99.346,11,3.665,7.934,1.492,6.275,0.9576,27.435,76.578,0.21863,no_pd,0,0,0.02974,0,114.157,312.849,2.256
374,2,16.256,50.0,123.789,49.146,34,122.977,187.329,40.152,14.78,0.9057,39.446,179.28,0.60617,surface,2,1,0.86339,1,74.643,172.935,3.526
375,3,12.609,50.0,142.709,60.303,22,94.266,234.903,51.793,10.555,1.2347,44.682,163.685,0.64419,surface,2,1,0.83547,1,82.406,203.011,2.958
376,7,13.939,50.0,144.822,90.846,13,8.26,17.393,1.773,4.827,0.8453,15.016,88.942,0.15791,no_pd,0,0,0.05532,0,53.976,235.668,3.098
377,2,18.289,50.0,173.454,39.701,31,65.987,143.246,23.846,13.696,1.7118,38.516,151.4,0.59418,surface,2,1,0.74675,1,133.753,213.156,1.205
378,4,8.657,60.0,85.562,23.951,21,54.767,141.544,14.421,12.301,1.4514,28.704,115.169,0.40089,corona,1,1,0.47188,0,61.61,109.513,4.133
379,5,7.999,50.0,86.316,23.568,19,35.878,91.182,8.088,6.649,1.6695,27.781,89.808,0.32088,corona,1,1,0.39352,0,62.748,109.884,3.186
380,2,22.886,60.0,164.652,64.561,28,139.699,340.653,63.008,16.546,1.1,34.053,143.225,0.63299,surface,2,1,0.9245,1,100.091,229.214,0.462
381,1,6.596,50.0,95.398,22.406,20,58.556,85.875,14.356,8.881,1.9945,38.264,123.535,0.4067,corona,1,1,0.45527,0,72.992,117.803,2.772
382,2,18.823,60.0,94.057,19.781,13,38.217,67.854,20.644,7.755,1.9552,28.693,108.333,0.41434,corona,1,1,0.31046,0,74.277,113.838,1.766
383,4,15.469,50.0,155.923,74.247,5,7.209,18.48,2.574,3.463,1.0797,23.878,80.203,0.28255,no_pd,0,0,0.0,0,81.676,230.17,3.184
384,5,15.949,50.0,90.248,24.486,25,84.512,172.455,17.366,12.445,2.0103,27.803,125.411,0.52184,corona,1,1,0.53773,0,65.762,114.735,1.766
385,2,13.693,60.0,96.355,25.186,26,60.976,80.851,17.148,15.269,1.8482,29.515,108.624,0.38448,corona,1,1,0.53735,0,71.169,121.54,0.463
386,5,23.681,50.0,230.991,31.383,40,132.39,292.105,52.998,20.372,0.5882,47.262,194.845,0.86674,internal,3,1,1.0,1,199.609,262.374,1.444
387,5,10.721,50.0,174.369,93.959,13,33.91,88.094,6.594,8.791,0.9162,22.266,77.305,0.28165,no_pd,0,0,0.12093,0,80.41,268.327,3.68
388,6,10.85,50.0,159.513,56.085,6,14.927,38.301,7.686,4.002,0.6351,12.049,72.082,0.27145,no_pd,0,0,0.11211,0,103.429,215.598,3.22
389,1,10.095,50.0,155.635,51.08,32,36.733,85.084,15.727,16.161,0.8694,41.732,197.195,0.69307,surface,2,1,0.64715,1,104.555,206.715,2.505
390,5,6.381,60.0,97.502,30.278,22,69.32,106.412,23.964,12.341,1.7158,26.699,132.533,0.44529,corona,1,1,0.44873,0,67.225,127.78,3.943
391,6,18.236,50.0,171.556,73.466,6,20.397,31.245,3.885,4.353,1.5083,20.551,122.954,0.25484,no_pd,0,0,0.06372,0,98.09,245.022,0.633
392,6,17.113,60.0,160.362,55.833,40,136.199,284.878,42.099,22.69,1.2029,40.92,171.463,0.59292,surface,2,1,1.0,1,104.53,216.195,4.147
393,2,14.43,50.0,91.465,17.921,13,42.892,109.541,10.103,7.067,1.8981,34.693,129.497,0.36193,corona,1,1,0.39645,0,73.543,109.386,1.544
394,5,18.823,50.0,87.67,22.843,22,24.969,58.049,8.231,10.52,1.6937,39.156,137.402,0.51446,corona,1,1,0.39065,0,64.827,110.514,0.909
395,1,15.891,60.0,124.279,56.605,35,82.071,179.996,30.946,20.01,1.0892,34.656,147.651,0.62472,surface,2,1,0.77397,1,67.674,180.884,3.479
396,6,15.425,50.0,66.195,33.191,35,8.121,11.561,4.407,16.854,1.0059,48.202,195.431,0.71407,internal,3,1,0.77517,1,33.003,99.386,2.8
397,6,18.371,50.0,94.751,19.886,20,59.862,118.856,30.872,8.889,2.0492,27.268,121.426,0.43814,corona,1,1,0.50809,0,74.864,114.637,2.293
398,8,19.005,50.0,143.134,65.231,36,23.626,38.252,8.842,18.557,1.2508,32.376,163.677,0.59943,surface,2,1,0.67149,1,77.903,208.364,4.241
399,6,23.152,50.0,165.577,100.722,11,8.201,14.911,4.292,5.336,1.1874,12.733,75.822,0.25273,no_pd,0,0,0.08585,0,64.855,266.3,3.697
400,4,18.914,50.0,104.047,20.703,21,26.204,62.274,10.623,9.52,1.7952,29.317,134.926,0.45678,corona,1,1,0.33206,0,83.344,124.75,3.945
401,1,18.499,50.0,94.581,24.722,27,86.685,119.936,26.788,13.105,1.9368,34.549,145.439,0.37029,corona,1,1,0.47922,0,69.859,119.303,3.668
402,2,11.839,60.0,143.371,52.616,29,80.936,164.973,15.889,15.012,1.5595,39.574,144.827,0.6008,surface,2,1,0.77103,1,90.755,195.986,1.19
403,4,10.584,50.0,175.253,89.149,10,8.35,21.393,3.997,4.325,1.0555,17.158,93.413,0.12556,no_pd,0,0,0.05444,0,86.104,264.402,3.351
404,7,22.245,60.0,98.047,22.408,19,4.491,8.947,1.621,11.161,1.6881,34.859,86.855,0.42438,corona,1,1,0.33061,0,75.639,120.455,0.449
405,7,21.598,50.0,129.808,90.454,10,5.009,6.978,2.389,6.099,0.9956,28.302,93.697,0.22797,no_pd,0,0,0.03659,0,39.354,220.262,4.373
406,2,19.658,60.0,65.022,35.022,35,118.816,288.079,50.674,20.478,1.0091,48.74,199.388,0.74606,internal,3,1,1.0,1,30.0,100.044,3.194
407,4,12.77,50.0,85.063,21.217,30,46.689,100.51,24.326,16.243,1.7555,38.309,165.961,0.53246,corona,1,1,0.42695,0,63.846,106.281,1.668
408,5,6.961,50.0,237.672,23.772,44,269.552,381.077,96.932,24.236,0.8915,54.563,190.496,0.75603,internal,3,1,1.0,1,213.9,261.445,1.526
409,6,22.691,50.0,84.942,32.842,50,187.822,281.323,69.407,26.821,0.7797,38.597,170.46,0.62107,internal,3,1,1.0,1,52.1,117.784,1.209
410,3,18.24,50.0,186.994,102.306,14,8.983,15.165,4.014,5.492,1.0553,21.202,125.772,0.20725,no_pd,0,0,0.06444,0,84.688,289.3,1.236
411,4,19.971,50.0,142.833,98.936,11,13.758,34.764,6.616,5.382,1.1745,25.435,70.352,0.33204,no_pd,0,0,0.05217,0,43.897,241.769,1.51
412,3,16.487,60.0,160.406,80.918,9,9.755,21.909,3.543,7.408,0.9033,24.546,93.413,0.24582,no_pd,0,0,0.05359,0,79.488,241.324,4.199
413,4,23.045,50.0,183.881,115.0,11,0.5,1.296,0.202,3.891,1.1128,15.182,117.367,0.29044,no_pd,0,0,0.02667,0,68.881,298.881,1.289
414,2,16.572,60.0,112.941,59.67,28,66.119,134.707,21.947,14.979,1.1647,36.296,176.317,0.62226,surface,2,1,0.71303,1,53.271,172.61,3.438
415,8,11.076,60.0,62.646,34.674,40,132.306,178.241,54.312,24.914,1.2479,59.1,211.6,0.84261,internal,3,1,1.0,1,27.971,97.32,1.52
416,2,16.367,60.0,196.998,80.61,14,4.247,9.13,1.462,8.894,0.8362,19.929,107.34,0.25934,no_pd,0,0,0.08791,0,116.388,277.608,2.886
417,2,12.236,50.0,237.347,34.007,37,233.451,335.473,58.691,18.76,0.9511,50.298,162.687,0.72171,internal,3,1,1.0,1,203.34,271.355,2.605
418,6,6.573,50.0,90.09,24.077,14,44.769,74.755,16.668,7.936,2.0552,32.764,129.791,0.41637,corona,1,1,0.40426,0,66.013,114.167,3.676
419,3,20.311,50.0,144.83,41.788,26,82.513,167.314,30.676,12.292,1.0466,45.01,164.53,0.56898,surface,2,1,0.79455,1,103.042,186.619,3.75
420,7,7.891,50.0,93.312,19.961,14,50.987,90.91,18.94,5.546,2.201,33.837,133.411,0.40749,corona,1,1,0.42027,0,73.351,113.274,3.723
421,5,15.721,50.0,174.283,53.349,35,105.067,212.949,39.177,18.1,1.7,39.854,147.074,0.54814,surface,2,1,0.92362,1,120.934,227.632,3.662
422,2,23.686,60.0,130.321,94.301,14,14.555,33.872,7.3,6.925,1.276,5.525,121.157,0.25229,no_pd,0,0,0.13663,0,36.02,224.623,3.612
423,7,14.056,60.0,121.265,58.49,21,171.189,253.002,33.383,12.043,0.8223,39.381,161.482,0.55777,surface,2,1,0.92044,1,62.775,179.755,1.688
424,4,20.922,50.0,72.195,42.783,53,124.629,195.418,44.34,27.451,0.5783,44.562,203.274,0.69445,internal,3,1,1.0,1,29.412,114.977,4.103
425,8,18.241,50.0,133.949,47.884,34,103.952,145.945,37.741,17.952,0.9813,37.308,131.165,0.61162,surface,2,1,0.80639,1,86.066,181.833,0.721
426,3,18.65,50.0,121.667,43.241,23,36.112,49.141,19.694,10.819,1.2335,44.14,173.31,0.50287,surface,2,1,0.60876,0,78.426,164.908,4.297
427,1,11.928,50.0,118.956,61.75,29,107.663,169.245,42.887,13.21,1.1584,45.159,153.807,0.55264,surface,2,1,0.82331,1,57.206,180.707,1.66
428,7,16.536,50.0,211.946,112.743,11,5.437,6.808,1.745,6.479,0.8636,31.676,73.253,0.14854,no_pd,0,0,0.0251,0,99.203,324.689,0.63
429,5,21.947,50.0,168.245,77.687,7,10.589,18.529,5.288,4.125,1.5103,15.342,66.547,0.22295,no_pd,0,0,0.03939,0,90.559,245.932,4.281
430,1,10.226,50.0,164.336,96.186,3,5.526,10.705,2.274,4.276,1.0024,21.451,82.304,0.35914,no_pd,0,0,0.04437,0,68.15,260.521,2.512
431,2,9.512,50.0,88.02,21.23,16,82.451,120.775,33.669,6.657,2.0256,36.032,159.313,0.48536,corona,1,1,0.44532,0,66.79,109.249,3.535
432,3,19.795,50.0,145.815,91.592,17,19.168,40.78,4.705,7.806,0.9032,18.715,95.733,0.12977,no_pd,0,0,0.1528,0,54.223,237.407,3.917
433,3,19.507,50.0,255.049,82.795,1,27.309,56.167,7.665,0.0,0.9666,25.253,113.068,0.19478,no_pd,0,0,0.13239,0,172.254,337.844,1.653
434,7,18.818,50.0,152.378,50.334,34,134.745,250.879,34.265,15.393,1.4824,34.483,184.928,0.5287,surface,2,1,0.92185,1,102.044,202.712,4.082
435,3,14.638,50.0,71.709,20.587,26,39.989,58.873,8.648,12.441,1.7224,27.845,149.409,0.49681,corona,1,1,0.46303,0,51.122,92.296,4.114
436,6,10.294,50.0,221.933,32.416,42,80.302,142.131,21.666,20.457,0.5718,44.982,174.247,0.73058,internal,3,1,1.0,1,189.517,254.349,2.935
437,3,9.339,60.0,61.706,34.108,31,96.639,171.667,21.613,17.329,1.3109,51.816,218.893,0.7227,internal,3,1,1.0,1,27.598,95.814,1.469
438,3,16.035,50.0,137.164,65.672,30,127.553,194.529,52.235,13.579,1.1733,46.919,171.103,0.62712,surface,2,1,0.91542,1,71.491,202.836,1.624
439,6,23.432,60.0,91.21,22.973,30,39.438,85.793,16.654,20.482,1.8966,25.903,131.853,0.45435,corona,1,1,0.44523,0,68.237,114.183,4.254
440,4,15.514,50.0,218.132,36.031,37,237.948,513.934,104.178,21.044,0.8731,43.119,172.669,0.68721,internal,3,1,1.0,1,182.101,254.164,3.803
441,1,14.326,50.0,225.465,25.871,36,75.55,166.839,15.035,16.372,0.8711,50.065,227.179,0.72501,internal,3,1,1.0,1,199.593,251.336,0.949
442,2,8.291,50.0,197.394,85.252,12,11.626,29.921,2.151,4.401,1.1325,22.417,116.62,0.34423,no_pd,0,0,0.08523,0,112.142,282.645,0.789
443,1,11.705,50.0,236.673,30.706,59,79.93,137.332,23.757,30.249,1.4496,45.27,204.649,0.71199,internal,3,1,1.0,1,205.967,267.379,0.828
444,7,18.909,50.0,123.717,54.682,30,108.637,243.48,56.84,13.51,1.237,39.634,140.923,0.72299,surface,2,1,0.80345,1,69.034,178.399,2.814
445,5,13.842,60.0,96.058,20.283,18,22.267,52.794,6.494,12.397,1.8593,35.274,139.713,0.352,corona,1,1,0.29011,0,75.774,116.341,3.591
446,6,19.406,60.0,234.577,109.902,8,4.603,11.032,1.298,5.473,0.7339,17.872,63.112,0.15255,no_pd,0,0,0.04287,0,124.675,344.479,2.658
447,2,8.883,50.0,166.726,77.337,13,9.395,18.463,4.347,4.994,0.9142,30.975,91.95,0.24096,no_pd,0,0,0.03346,0,89.388,244.063,2.834
448,4,18.426,50.0,125.408,48.662,24,100.113,232.484,47.039,10.026,1.4703,34.862,200.869,0.57753,surface,2,1,0.83448,1,76.746,174.07,3.665
449,5,16.32,60.0,87.064,26.643,31,44.401,84.784,16.547,18.694,1.7998,23.888,132.603,0.33101,corona,1,1,0.51003,0,60.421,113.707,3.589
450,7,23.29,50.0,153.785,55.1,34,39.011,83.675,16.607,15.719,1.3439,32.175,178.946,0.60361,surface,2,1,0.72901,1,98.685,208.885,1.355
451,6,21.366,60.0,238.262,28.226,54,122.428,289.459,35.552,32.26,0.7012,54.322,166.809,0.65047,internal,3,1,1.0,1,210.036,266.489,3.334
452,2,15.514,50.0,189.048,51.254,42,103.317,134.047,36.891,20.927,1.4615,35.821,181.033,0.67633,surface,2,1,0.8394,1,137.794,240.303,2.427
453,3,23.406,50.0,154.48,59.909,29,64.004,82.519,33.031,14.416,1.1642,41.797,156.275,0.65592,surface,2,1,0.71943,1,94.571,214.388,3.527
454,2,8.0,50.0,97.372,23.494,22,45.321,86.921,18.416,12.8,2.1664,14.854,107.046,0.19448,corona,1,1,0.41298,0,73.878,120.866,4.377
455,6,22.205,50.0,81.245,23.472,19,17.896,30.243,6.466,8.372,1.5166,25.986,119.065,0.45063,corona,1,1,0.27165,0,57.773,104.717,2.874
456,1,18.693,50.0,70.884,33.992,45,161.048,353.607,40.073,23.257,0.9215,38.036,188.516,0.79925,internal,3,1,1.0,1,36.892,104.876,0.403
457,5,8.576,60.0,97.992,20.504,12,76.519,177.054,35.254,8.072,1.5752,39.089,133.33,0.40745,corona,1,1,0.4575,0,77.488,118.497,2.674
458,5,15.707,50.0,168.158,102.362,13,12.999,24.674,3.031,5.817,0.8966,20.865,105.977,0.23338,no_pd,0,0,0.03319,0,65.796,270.521,2.19
459,6,11.592,50.0,122.601,88.789,7,9.589,22.647,2.486,3.18,0.9986,16.427,106.328,0.30875,no_pd,0,0,0.13621,0,33.813,211.39,2.841
460,7,6.833,50.0,142.247,43.458,23,4.704,8.769,1.444,12.63,1.2585,45.564,158.664,0.67022,surface,2,1,0.56113,0,98.789,185.705,0.8
461,4,8.609,50.0,192.34,95.866,7,10.825,15.731,3.477,3.197,1.6305,29.401,95.134,0.31178,no_pd,0,0,0.02069,0,96.474,288.206,1.434
462,6,16.738,60.0,186.329,83.698,9,7.883,12.568,1.921,7.232,1.5584,26.442,81.626,0.27828,no_pd,0,0,0.0328,0,102.631,270.027,4.335
463,4,9.814,50.0,138.268,61.597,8,0.5,1.099,0.262,3.601,1.0882,18.079,36.828,0.20058,no_pd,0,0,0.08661,0,76.671,199.864,2.088
464,3,14.567,50.0,68.316,28.292,49,255.22,514.483,48.623,24.288,0.8132,49.588,195.975,0.83018,internal,3,1,1.0,1,40.024,96.608,3.158
465,4,9.258,50.0,51.929,33.23,47,165.197,287.013,35.521,23.114,0.7593,44.337,231.395,0.71387,internal,3,1,1.0,1,18.699,85.159,2.38
466,7,16.938,50.0,244.629,27.771,37,97.396,226.793,20.002,19.602,1.1006,45.039,201.0,0.76584,internal,3,1,1.0,1,216.858,272.399,1.837
467,8,14.628,50.0,146.323,69.172,22,89.437,171.946,16.14,10.271,0.7572,30.973,157.628,0.61401,surface,2,1,0.74716,1,77.15,215.495,2.172
468,8,21.603,60.0,92.509,23.953,23,0.5,1.154,0.226,13.003,1.5679,30.846,127.24,0.42217,corona,1,1,0.28685,0,68.556,116.463,3.763
469,6,20.414,60.0,100.786,24.195,15,24.259,41.562,5.275,8.432,1.9249,30.911,133.633,0.42309,corona,1,1,0.30531,0,76.591,124.98,4.269
470,7,6.579,50.0,187.473,95.045,14,2.813,6.49,0.571,4.858,1.1138,21.052,92.935,0.20977,no_pd,0,0,0.02796,0,92.428,282.519,1.218
471,2,23.05,50.0,250.418,30.601,44,237.191,614.063,118.048,20.173,1.1085,50.613,212.522,0.81835,internal,3,1,1.0,1,219.817,281.019,1.681
472,8,6.55,50.0,136.837,85.914,18,4.4,6.466,0.952,10.429,0.8036,24.313,104.076,0.37595,no_pd,0,0,0.09013,0,50.924,222.751,0.469
473,5,6.778,50.0,113.782,48.528,36,125.827,211.529,45.849,17.214,1.1073,41.071,147.899,0.53284,surface,2,1,0.91444,1,65.255,162.31,4.38
474,2,7.305,50.0,60.854,29.541,48,167.046,324.78,86.52,24.493,1.1149,54.721,187.355,0.75419,internal,3,1,1.0,1,31.313,90.395,3.294
475,4,8.244,50.0,95.164,18.694,21,69.827,166.099,35.95,11.664,1.7981,25.193,111.418,0.34836,corona,1,1,0.489,0,76.47,113.858,2.933
476,5,14.756,50.0,98.304,55.776,27,191.145,455.621,101.178,10.875,1.0721,50.299,138.744,0.67342,surface,2,1,1.0,1,42.529,154.08,4.174
477,5,6.264,50.0,244.747,38.262,42,32.585,83.134,13.286,21.966,0.7556,48.378,192.345,0.75279,internal,3,1,0.88643,1,206.485,283.009,2.405
478,7,13.524,60.0,252.67,102.596,16,10.438,20.062,4.928,11.196,1.2768,27.007,69.821,0.15399,no_pd,0,0,0.1434,0,150.075,355.266,3.02
479,6,10.89,60.0,201.901,111.919,8,2.567,5.324,0.807,4.634,1.1924,25.83,77.324,0.24765,no_pd,0,0,0.04032,0,89.982,313.819,3.683
480,4,9.945,50.0,62.987,20.777,15,27.592,55.942,13.025,8.772,1.3669,32.528,131.134,0.46298,corona,1,1,0.36768,0,42.21,83.764,4.276
481,6,20.285,60.0,116.904,20.973,21,22.928,53.192,8.034,11.481,2.2112,35.815,148.413,0.3759,corona,1,1,0.33259,0,95.931,137.877,1.666
482,7,6.013,50.0,134.682,107.172,12,9.744,14.164,2.454,6.965,0.7247,19.87,91.137,0.21607,no_pd,0,0,0.11479,0,27.509,241.854,2.378
483,2,8.026,60.0,67.711,29.811,33,128.615,231.555,32.034,19.008,1.2731,49.82,223.604,0.81516,internal,3,1,1.0,1,37.9,97.522,2.255
484,5,6.848,50.0,93.971,23.527,19,0.5,0.872,0.178,9.443,2.5566,34.643,154.828,0.48857,corona,1,1,0.32314,0,70.444,117.499,3.222
485,7,16.617,50.0,107.779,83.568,11,8.86,19.426,3.837,6.817,0.7038,28.857,79.451,0.18347,no_pd,0,0,0.14681,0,24.211,191.347,1.143
486,8,9.283,50.0,245.145,28.902,61,112.86,182.309,48.704,30.34,0.8219,43.22,183.872,0.84155,internal,3,1,1.0,1,216.243,274.047,1.646
487,6,21.677,60.0,143.27,82.396,10,0.5,0.903,0.265,5.193,0.9328,16.514,98.512,0.30945,no_pd,0,0,0.04313,0,60.874,225.665,4.459
488,3,17.074,50.0,68.902,30.998,42,114.745,275.68,26.926,20.696,0.7776,43.539,167.77,0.7914,internal,3,1,1.0,1,37.904,99.899,3.58
489,2,11.271,50.0,55.817,31.355,31,160.361,387.469,63.248,13.916,1.5106,39.399,210.56,0.73149,internal,3,1,1.0,1,24.462,87.172,1.894
490,5,22.678,50.0,98.285,21.043,19,80.399,107.44,29.242,8.713,1.5965,20.709,106.389,0.3319,corona,1,1,0.4366,0,77.242,119.327,1.022
491,8,15.359,60.0,100.863,21.599,20,78.497,172.541,22.261,10.497,1.6898,29.221,114.449,0.41931,corona,1,1,0.53763,0,79.264,122.462,1.45
492,7,21.018,50.0,173.103,96.605,9,16.672,21.05,6.701,3.416,1.3871,21.117,98.243,0.21216,no_pd,0,0,0.03312,0,76.497,269.708,4.347
493,7,20.794,50.0,106.276,48.862,29,139.877,180.736,46.06,12.685,1.4427,40.717,173.789,0.57915,surface,2,1,0.89779,1,57.414,155.138,3.682
494,3,16.563,50.0,149.105,96.551,10,10.265,25.203,2.17,5.161,0.5237,30.889,91.844,0.19696,no_pd,0,0,0.06524,0,52.554,245.656,3.578
495,3,9.964,50.0,90.518,23.268,10,86.626,111.664,33.675,6.19,1.7243,30.492,117.008,0.39961,corona,1,1,0.55528,0,67.25,113.786,2.437
496,4,12.285,60.0,250.905,41.355,42,29.399,38.931,12.158,23.555,1.1574,60.785,181.988,0.80955,internal,3,1,0.93147,1,209.551,292.26,2.922
497,5,18.238,50.0,169.468,52.851,37,28.731,46.404,7.012,19.68,1.3688,43.12,170.31,0.6389,surface,2,1,0.68062,1,116.617,222.318,4.478
498,8,9.921,50.0,96.062,18.93,11,0.5,1.066,0.122,6.629,2.0471,30.679,116.404,0.45128,corona,1,1,0.29446,0,77.132,114.993,3.772
499,2,23.051,50.0,107.107,24.131,18,9.068,15.901,2.364,6.601,2.0304,28.978,109.393,0.33661,corona,1,1,0.2986,0,82.976,131.239,4.465
500,6,20.43,50.0,143.653,50.552,36,0.5,0.846,0.195,19.446,1.3595,39.286,153.684,0.60277,surface,2,1,0.63299,1,93.1,194.205,1.776
501,1,12.97,50.0,132.22,63.823,34,71.615,111.184,15.135,17.097,1.1048,42.35,182.876,0.62,surface,2,1,0.7561,1,68.397,196.043,0.871
