sample_id,profile_id,time_index,torque_proxy_nm,voltage_v,current_a,temperature_c,is_allowed
5922,3004,592.1,0.271261,17.106549,2.592955,12.091497,0
5923,3004,592.2,0.542522,17.106549,2.701248,13.069963,0
5924,3004,592.3,0.542522,21.994135,0.579339,12.648982,0
5925,3004,592.4,0.325513,17.106549,0.579339,12.676678,0
5926,3004,592.5,0.271261,26.88172,1.699095,12.787354,0
5927,3004,592.6,0.452102,17.106549,1.767996,12.648982,0
5928,3004,592.7,0.813783,21.994135,3.708289,12.621338,0
5929,3004,592.8,0.361681,17.106549,3.733968,12.621304,0
5930,3004,592.9,0.379765,21.994135,4.532165,12.621304,0
5931,3004,593.0,0.434018,21.994135,5.327805,12.648982,0
5932,3004,593.1,0.723363,17.106549,5.465907,12.620916,0
5933,3004,593.2,0.813783,26.88172,6.675894,12.621338,0
5934,3004,593.3,0.217009,21.994135,6.083523,12.648982,0
5935,3004,593.4,0.632942,26.88172,7.571578,12.538371,0
5936,3004,593.5,0.542522,21.994135,6.021557,12.398384,0
5937,3004,593.6,0.994624,17.106549,7.852831,12.704732,0
5938,3004,593.7,0.632942,17.106549,5.775319,12.536845,0
5939,3004,593.8,0.904203,17.106549,7.264356,12.593238,0
5940,3004,593.9,0.361681,21.994135,5.461535,12.648982,0
5941,3004,594.0,6.076246,21.994135,6.764408,12.566099,0
5942,3004,594.1,2.62219,17.106549,5.307589,12.621338,0
5943,3004,594.2,7.052786,21.994135,5.765797,12.621338,0
5944,3004,594.3,3.797654,17.106549,4.252059,12.648982,0
5945,3004,594.4,11.772727,17.106549,4.328895,12.648982,0
5946,3004,594.5,3.309384,31.769306,3.212635,12.369499,0
5947,3004,594.6,5.370968,17.106549,3.513117,12.621338,0
5948,3004,594.7,3.68915,31.769306,2.596638,12.262783,0
5949,3004,594.8,5.045455,17.106549,3.602419,12.593643,0
5950,3004,594.9,3.743402,17.106549,2.392672,12.648982,0
5951,3004,595.0,7.143206,21.994135,4.859769,12.648982,0
5952,3004,595.1,5.696481,12.218964,3.104483,12.704321,0
5953,3004,595.2,5.51564,26.88172,6.1328,12.648982,0
5954,3004,595.3,2.495601,17.106549,4.235735,12.732121,0
5955,3004,595.4,4.050831,21.994135,6.994628,12.676678,0
5956,3004,595.5,3.074291,17.106549,5.578382,12.620916,0
5957,3004,595.6,0.813783,17.106549,8.333656,12.648982,0
5958,3004,595.7,0.289345,26.88172,7.069365,12.42802,0
5959,3004,595.8,0.632942,26.88172,8.538949,12.620916,0
5960,3004,595.9,0.632942,21.994135,7.018835,13.066686,0
5961,3004,596.0,0.054252,21.994135,7.430496,12.648982,0
5962,3004,596.1,0.217009,17.106549,6.705529,12.648982,0
5963,3004,596.2,0.632942,21.994135,6.673389,12.565193,0
5964,3004,596.3,0.904203,12.218964,6.297688,12.70439,0
5965,3004,596.4,0.506354,21.994135,5.185104,12.648982,0
5966,3004,596.5,0.361681,17.106549,5.115997,12.648982,0
5967,3004,596.6,0.379765,12.218964,3.565761,12.81681,0
5968,3004,596.7,0.886119,17.106549,3.496759,12.593271,0
5969,3004,596.8,0.904203,17.106549,1.755793,12.648982,0
5970,3004,596.9,0.994624,12.218964,1.492515,12.648982,0
5971,3004,597.0,0.361681,21.994135,0.562603,12.677071,0
5972,3004,597.1,0.632942,17.106549,0.821492,12.620916,0
5973,3004,597.2,0.126588,12.218964,2.944948,12.565999,0
5974,3004,597.3,0.632942,21.994135,3.15183,12.648982,0
5975,3004,597.4,0.452102,21.994135,4.460441,12.648611,0
5976,3004,597.5,0.434018,21.994135,4.775474,12.620916,0
5977,3004,597.6,0.379765,26.88172,5.429951,12.818432,0
5978,3004,597.7,0.126588,17.106549,6.189795,12.648982,0
5979,3004,597.8,0.452102,21.994135,6.187865,12.759991,0
5980,3004,597.9,1.717986,26.88172,7.017133,12.648982,0
5981,3004,598.0,0.48827,26.88172,6.468715,12.399699,0
5982,3004,598.1,0.813783,17.106549,7.711938,12.649426,0
5983,3004,598.2,0.271261,17.106549,6.326073,12.621338,0
5984,3004,598.3,0.325513,17.106549,7.536159,12.45552,0
5985,3004,598.4,0.48827,21.994135,5.640134,12.341453,0
5986,3004,598.5,2.62219,12.218964,6.671599,12.621338,0
5987,3004,598.6,1.356305,21.994135,5.284133,12.902598,0
5988,3005,598.7,5.786901,21.994135,6.265744,12.565999,0
5989,3005,598.8,3.978495,21.994135,4.732258,12.621338,0
5990,3005,598.9,4.665689,17.106549,5.026021,12.648982,0
5991,3005,599.0,5.244379,26.88172,3.681783,12.621338,0
5992,3005,599.1,5.099707,21.994135,3.716655,12.760521,0
5993,3005,599.2,3.255132,26.88172,2.543658,12.621304,0
5994,3005,599.3,12.279081,17.106549,3.358059,12.677071,0
5995,3005,599.4,3.797654,21.994135,2.400645,12.509268,0
5996,3005,599.5,7.956989,26.88172,4.326134,12.648982,0
5997,3005,599.6,5.967742,17.106549,2.602152,12.621338,0
5998,3005,599.7,3.68915,21.994135,5.614664,12.621338,0
5999,3005,599.8,7.468719,12.218964,3.499491,12.649393,0
6000,3005,599.9,2.332845,17.106549,6.623806,12.509201,0
6001,3005,600.0,3.526393,17.106549,4.581443,12.453259,0
6002,3005,600.1,2.658358,17.106549,7.875613,12.59371,0
6003,3005,600.2,2.80303,12.218964,6.6137,12.565999,0
6004,3005,600.3,0.379765,21.994135,8.746252,12.621338,0
6005,3005,600.4,0.723363,21.994135,7.123562,12.621338,0
6006,3005,600.5,0.09042,12.218964,8.121705,11.898034,0
6007,3005,600.6,0.271261,26.88172,7.017133,12.649426,0
6008,3005,600.7,0.325513,21.994135,7.19065,12.649393,0
6009,3005,600.8,0.271261,26.88172,6.602493,12.59366,0
6010,3005,600.9,0.542522,17.106549,5.808726,12.704732,0
6011,3005,601.0,0.271261,12.218964,5.772009,12.704732,0
6012,3005,601.1,0.271261,17.106549,4.253182,12.648982,0
6013,3005,601.2,0.723363,17.106549,4.430348,12.621338,0
6014,3005,601.3,0.379765,21.994135,2.39367,12.78808,0
6015,3005,601.4,0.886119,21.994135,2.600315,12.676678,0
6016,3005,601.5,0.361681,17.106549,0.360822,12.621338,0
6017,3005,601.6,0.632942,21.994135,0.433041,12.592871,0
6018,3005,601.7,0.632942,21.994135,2.049583,12.648982,0
6019,3005,601.8,0.452102,21.994135,2.043747,12.649426,0
6020,3005,601.9,0.632942,21.994135,3.84181,12.17474,0
6021,3005,602.0,0.434018,17.106549,3.947312,12.621338,0
6022,3005,602.1,0.434018,17.106549,4.775474,12.931572,0
6023,3005,602.2,0.542522,21.994135,5.394199,12.704834,0
6024,3005,602.3,0.108504,26.88172,5.670547,12.759569,0
6025,3005,602.4,0.108504,12.218964,6.776052,12.649426,0
6026,3005,602.5,0.723363,21.994135,6.363723,12.677537,0
6027,3005,602.6,0.632942,17.106549,7.571578,12.677537,0
6028,3005,602.7,0.632942,17.106549,6.327961,12.648982,0
6029,3005,602.8,0.813783,21.994135,7.573787,12.621338,0
6030,3005,602.9,0.994624,21.994135,5.988938,13.187603,0
6031,3005,603.0,1.175464,17.106549,7.166024,12.59366,0
6032,3005,603.1,0.651026,21.994135,5.335869,12.898887,0
6033,3005,603.2,2.604106,17.106549,6.362596,12.843668,0
6034,3005,603.3,3.797654,21.994135,5.307589,12.621338,0
6035,3005,603.4,1.446725,17.106549,5.495546,12.677071,0
6036,3005,603.5,2.658358,21.994135,4.053014,12.566459,0
6037,3005,603.6,7.866569,17.106549,3.943679,12.59366,0
6038,3005,603.7,3.417889,21.994135,3.005964,12.982528,0
6039,3005,603.8,8.680352,17.106549,3.386395,12.649426,0
6040,3005,603.9,6.600684,17.106549,2.528588,12.815929,0
6041,3005,604.0,4.882698,17.106549,3.56241,12.649426,0
6042,3005,604.1,3.797654,21.994135,2.600315,12.676678,0
6043,3005,604.2,1.338221,21.994135,4.736799,12.341074,0
6044,3005,604.3,1.085044,21.994135,3.163933,11.568061,0
6045,3005,604.4,4.792278,17.106549,5.978958,12.621338,0
6046,3005,604.5,4.340176,12.218964,4.454009,12.677071,0
6047,3005,604.6,1.681818,17.106549,6.886901,12.594087,0
6048,3005,604.7,1.573314,26.88172,5.920337,12.649033,0
6049,3005,604.8,0.48827,21.994135,8.402739,12.621338,0
6050,3005,604.9,0.813783,21.994135,7.159354,12.677071,0
6051,3005,605.0,0.813783,17.106549,8.471823,12.565999,0
6052,3005,605.1,0.723363,26.88172,6.985401,12.621338,0
6053,3005,605.2,0.271261,17.106549,7.293565,12.564898,0
6054,3005,605.3,0.054252,17.106549,6.670167,12.621338,0
6055,3005,605.4,0.361681,21.994135,6.498192,12.481219,0
6056,3005,605.5,0.325513,12.218964,6.22328,12.621338,0
6057,3005,605.6,0.886119,21.994135,5.084616,12.649426,0
6058,3005,605.7,0.325513,12.218964,5.048784,12.676678,0
6059,3005,605.8,0.271261,26.88172,3.422183,12.648982,0
6060,3005,605.9,0.542522,26.88172,3.460362,12.677071,0
6061,3005,606.0,0.97654,21.994135,1.461789,12.318516,0
6062,3005,606.1,0.162757,17.106549,1.280603,12.621338,0
6063,3005,606.2,0.632942,21.994135,0.888546,12.481573,0
6064,3005,606.3,0.162757,17.106549,1.004634,12.621338,0
6065,3005,606.4,0.542522,17.106549,3.115237,12.706765,0
6066,3005,606.5,0.379765,17.106549,3.220804,12.677071,0
6067,3005,606.6,0.271261,21.994135,4.391353,12.621338,0
6068,3005,606.7,0.434018,17.106549,4.844507,12.398786,0
6069,3005,606.8,0.596774,21.994135,5.299031,12.846076,0
6070,3005,606.9,0.09042,26.88172,6.256969,13.532412,0
6071,3005,607.0,0.09042,17.106549,5.772009,12.676678,0
6072,3005,607.1,0.723363,21.994135,7.261725,12.677071,0
6073,3005,607.2,0.904203,17.106549,6.228652,12.677537,0
6074,3005,607.3,0.723363,12.218964,7.814407,12.648982,0
6075,3005,607.4,0.48827,12.218964,6.054395,13.387138,0
6076,3005,607.5,0.723363,17.106549,7.468976,12.59366,0
6077,3005,607.6,0.379765,21.994135,5.499022,12.787636,0
6078,3005,607.7,2.893451,26.88172,6.789787,12.649426,0
6079,3005,607.8,2.170088,7.331378,5.176343,12.649426,0
6080,3005,607.9,5.786901,17.106549,6.200977,12.621338,0
6081,3005,608.0,3.797654,17.106549,4.711009,12.732225,0
6082,3005,608.1,8.318671,21.994135,5.09541,12.649426,0
6083,3005,608.2,4.973118,26.88172,3.422183,12.648982,0
6084,3005,608.3,8.499511,21.994135,3.585803,12.649393,0
6085,3005,608.4,5.967742,17.106549,2.674586,12.871046,0
6086,3005,608.5,5.208211,21.994135,3.341658,12.648982,0
6087,3005,608.6,6.239003,26.88172,2.350365,12.456366,0
6088,3005,608.7,7.685728,21.994135,4.487139,12.73241,0
6089,3005,608.8,5.877322,17.106549,2.785709,12.677071,0
6090,3005,608.9,1.175464,17.106549,5.604443,12.648982,0
6091,3005,609.0,5.244379,7.331378,3.681783,12.70567,0
6092,3005,609.1,3.707234,21.994135,6.541427,12.648982,0
6093,3005,609.2,0.741447,21.994135,5.131848,12.565999,0
6094,3005,609.3,1.030792,17.106549,7.800945,12.648982,0
6095,3005,609.4,1.989247,21.994135,6.675179,12.313758,0
6096,3005,609.5,0.217009,26.88172,8.571618,12.677071,0
6097,3005,609.6,0.325513,7.331378,7.259751,12.592184,0
6098,3005,609.7,0.596774,17.106549,7.783777,12.621748,0
6099,3005,609.8,0.542522,21.994135,6.84515,12.648982,0
6100,3005,609.9,0.180841,17.106549,6.981296,12.733315,0
6101,3005,610.0,0.452102,21.994135,6.395177,12.844044,0
6102,3005,610.1,0.325513,26.88172,5.808726,12.677071,0
6103,3005,610.2,0.434018,17.106549,5.673074,12.593643,0
6104,3005,610.3,0.542522,26.88172,4.358044,12.621304,0
6105,3005,610.4,0.506354,26.88172,4.14855,12.621338,0
6106,3005,610.5,0.271261,21.994135,2.457683,12.621304,0
6107,3005,610.6,0.271261,7.331378,2.181692,12.733315,0
6108,3005,610.7,0.723363,17.106549,0.421864,12.648982,0
6109,3005,610.8,0.759531,21.994135,0.186114,12.787958,0
6110,4001,610.9,0.180841,17.106549,4.296769,13.012868,0
6111,4001,611.0,0.542522,17.106549,4.012735,13.150856,0
6112,4001,611.1,0.632942,12.218964,3.355213,13.12347,0
6113,4001,611.2,0.325513,21.994135,2.977218,13.066049,0
6114,4001,611.3,0.325513,21.994135,2.425395,13.206978,0
6115,4001,611.4,0.271261,17.106549,1.286187,13.178776,0
6116,4001,611.5,0.542522,26.88172,0.915036,12.680674,0
6117,4001,611.6,0.126588,12.218964,0.821492,13.150876,0
6118,4001,611.7,1.808407,21.994135,0.630669,13.178776,0
6119,4001,611.8,0.48827,21.994135,0.712482,13.178776,0
6120,4001,611.9,0.271261,17.106549,0.454572,13.178776,0
6121,4001,612.0,0.271261,17.106549,0.536522,13.150597,0
6122,4001,612.1,0.271261,21.994135,0.470073,13.178776,0
6123,4001,612.2,0.723363,17.106549,0.540957,13.095076,0
6124,4001,612.3,0.723363,12.218964,0.480129,13.178537,0
6125,4001,612.4,0.271261,21.994135,0.386398,13.066647,0
6126,4001,612.5,0.072336,26.88172,0.49483,13.150597,0
6127,4001,612.6,0.361681,17.106549,0.427489,13.178776,0
6128,4001,612.7,0.452102,7.331378,0.340381,13.234677,0
6129,4001,612.8,0.361681,17.106549,0.295285,13.150597,0
6130,4001,612.9,0.271261,12.218964,0.340381,13.122936,0
6131,4001,613.0,2.079668,7.331378,0.821492,13.150856,0
6132,4001,613.1,1.844575,12.218964,1.213559,13.150856,0
6133,4001,613.2,2.495601,21.994135,1.628747,13.09478,0
6134,4001,613.3,2.983871,12.218964,1.956561,13.122441,0
6135,4001,613.4,6.058162,12.218964,2.355441,13.151115,0
6136,4001,613.5,10.000489,17.106549,2.830794,13.932328,0
6137,4001,613.6,8.22825,21.994135,3.38992,13.178776,0
6138,4001,613.7,5.587977,12.218964,4.33496,13.151115,0
6139,4001,613.8,5.696481,21.994135,5.010312,13.264063,0
6140,4001,613.9,9.584555,26.88172,5.562944,13.150597,0
6141,4001,614.0,1.880743,17.106549,6.288577,13.179055,0
6142,4001,614.1,9.222874,21.994135,7.254155,13.122936,0
6143,4001,614.2,7.956989,21.994135,7.66471,13.151115,0
6144,4001,614.3,6.239003,17.106549,8.05733,13.150355,0
6145,4001,614.4,5.823069,26.88172,8.167461,13.151115,0
6146,4001,614.5,0.57869,26.88172,8.226331,12.89799,0
6147,4001,614.6,2.152004,12.218964,8.071548,13.122936,0
6148,4001,614.7,0.542522,17.106549,7.605262,12.81724,0
6149,4001,614.8,0.054252,12.218964,7.361376,13.151115,0
6150,4001,614.9,0.434018,17.106549,7.054481,12.842369,0
6151,4001,615.0,0.48827,21.994135,6.744957,13.207542,0
6152,4001,615.1,0.054252,17.106549,6.463174,13.01191,0
6153,4001,615.2,0.180841,21.994135,5.944498,13.122956,0
6154,4001,615.3,0.325513,36.656891,5.532371,12.787218,0
6155,4001,615.4,0.48827,17.106549,5.018886,13.122441,0
6156,4001,615.5,0.271261,12.218964,4.529529,12.985683,0
6157,4001,615.6,0.542522,17.106549,3.874626,13.150597,0
6158,4001,615.7,0.48827,17.106549,3.363746,13.067372,0
6159,4001,615.8,0.379765,12.218964,2.876003,13.123195,0
6160,4001,615.9,0.217009,17.106549,2.352396,13.094777,0
6161,4001,616.0,0.217009,12.218964,1.248489,13.095016,0
6162,4001,616.1,0.361681,17.106549,0.767366,13.06686,0
6163,4001,616.2,0.723363,21.994135,0.79789,13.06686,0
6164,4001,616.3,0.48827,17.106549,0.776649,13.066897,0
6165,4001,616.4,0.271261,17.106549,0.536522,13.680149,0
6166,4001,616.5,0.452102,21.994135,0.536522,13.038727,0
6167,4001,616.6,2.405181,12.218964,0.558341,13.095016,0
6168,4001,616.7,0.271261,21.994135,0.470073,13.067116,0
6169,4001,616.8,0.325513,17.106549,0.326043,13.094777,0
6170,4001,616.9,0.723363,17.106549,0.480129,13.066388,0
6171,4001,617.0,0.271261,17.106549,0.470073,13.122677,0
6172,4001,617.1,0.09042,12.218964,0.340381,13.094777,0
6173,4001,617.2,0.434018,7.331378,0.367383,13.122677,0
6174,4001,617.3,0.452102,17.106549,0.340381,13.094777,0
6175,4001,617.4,1.898827,17.106549,0.373828,13.951241,0
6176,4001,617.5,0.452102,17.106549,0.40452,13.066897,0
6177,4001,617.6,1.898827,7.331378,0.712482,12.763509,0
6178,4001,617.7,2.983871,21.994135,1.169451,13.066622,0
6179,4001,617.8,2.71261,26.88172,1.492515,13.151158,0
6180,4001,617.9,5.244379,12.218964,2.046084,13.039037,0
6181,4001,618.0,3.472141,17.106549,2.246429,12.900896,0
6182,4001,618.1,4.340176,17.106549,2.896693,13.094777,0
6183,4001,618.2,5.099707,17.106549,3.472078,13.094777,0
6184,4001,618.3,9.132454,21.994135,4.320056,13.094777,0
6185,4001,618.4,9.313294,17.106549,4.96096,13.067116,0
6186,4001,618.5,10.127077,21.994135,5.907815,13.094777,0
6187,4001,618.6,5.750733,17.106549,6.498927,13.235905,0
6188,4001,618.7,5.262463,17.106549,7.080845,13.067116,0
6189,4001,618.8,7.866569,12.218964,7.492288,13.067116,0
6190,4001,618.9,8.987781,21.994135,8.143735,12.73045,0
6191,4001,619.0,2.604106,21.994135,8.113171,13.067116,0
6192,4001,619.1,1.464809,21.994135,8.102564,13.039037,0
6193,4001,619.2,0.48827,21.994135,7.98825,13.067116,0
6194,4001,619.3,0.596774,17.106549,7.645674,13.066622,0
6195,4001,619.4,0.632942,26.88172,7.362674,13.094777,0
6196,4001,619.5,0.542522,12.218964,6.983349,13.122677,0
6197,4001,619.6,0.506354,21.994135,6.774641,13.039472,0
6198,4001,619.7,0.632942,17.106549,6.327961,13.094777,0
6199,4001,619.8,0.379765,17.106549,5.913474,13.20866,0
6200,4001,619.9,0.452102,17.106549,5.427751,13.122677,0
6201,4001,620.0,0.162757,17.106549,5.011742,13.122677,0
6202,4001,620.1,0.162757,21.994135,4.320609,12.982717,0
6203,4001,620.2,0.217009,17.106549,3.872159,13.067116,0
6204,4001,620.3,0.325513,17.106549,3.3223,12.928068,0
6205,4001,620.4,0.217009,21.994135,2.835853,13.094777,0
6206,4001,620.5,0.162757,17.106549,2.247492,13.039236,0
6207,4001,620.6,0.271261,21.994135,1.286187,13.03896,0
6208,4001,620.7,0.542522,21.994135,0.915036,13.039236,0
6209,4001,620.8,0.542522,17.106549,0.915036,13.094777,0
6210,4001,620.9,0.361681,7.331378,0.562603,12.790089,0
6211,4001,621.0,1.139296,17.106549,0.649332,13.038488,0
6212,4001,621.1,0.632942,17.106549,0.558341,13.208244,0
6213,4001,621.2,0.271261,17.106549,0.536522,13.066897,0
6214,4001,621.3,0.271261,21.994135,0.470073,14.171099,0
6215,4001,621.4,0.452102,17.106549,0.40452,13.066622,0
6216,4001,621.5,0.217009,7.331378,0.360822,13.03896,0
6217,4001,621.6,0.723363,21.994135,0.480129,13.066897,0
6218,4001,621.7,0.632942,17.106549,0.433041,13.039236,0
6219,4001,621.8,0.434018,21.994135,0.421864,13.066622,0
6220,4001,621.9,0.217009,21.994135,0.360822,13.066622,0
6221,4001,622.0,0.271261,17.106549,0.340381,13.066897,0
6222,4001,622.1,0.813783,17.106549,0.367383,14.171099,0
6223,4001,622.2,1.247801,12.218964,0.821492,13.066622,0
6224,4001,622.3,2.22434,21.994135,1.393176,13.207632,0
6225,4001,622.4,2.549853,21.994135,1.694872,13.123278,0
6226,4001,622.5,3.038123,17.106549,1.979623,13.039037,0
6227,4001,622.6,3.743402,21.994135,2.459626,13.011592,0
6228,4001,622.7,7.324047,17.106549,2.918056,13.094777,0
6229,4001,622.8,5.099707,21.994135,3.498808,13.066897,0
6230,4001,622.9,8.951613,21.994135,4.394073,13.039236,0
6231,4001,623.0,5.696481,26.88172,5.256938,13.094777,0
6232,4001,623.1,5.859238,21.994135,5.765797,13.094777,0
6233,4001,623.2,3.68915,17.106549,9.145468,13.094777,0
6234,4001,623.3,7.414467,21.994135,4.889662,13.150597,0
6235,4001,623.4,8.861193,26.88172,7.00589,12.81421,0
6236,4001,623.5,5.244379,12.218964,8.055254,13.094777,0
6237,4001,623.6,3.616813,17.106549,8.198697,13.038741,0
6238,4001,623.7,1.356305,21.994135,8.09519,13.066897,0
6239,4001,623.8,0.868035,21.994135,7.96579,12.954409,0
6240,4001,623.9,0.723363,26.88172,7.676233,13.094777,0
6241,4001,624.0,0.632942,17.106549,7.364296,13.094777,0
6242,4001,624.1,0.108504,12.218964,7.050416,13.038741,0
6243,4001,624.2,0.434018,17.106549,6.778167,13.038741,0
6244,4001,624.3,0.48827,21.994135,6.261548,13.151503,0
6245,4001,624.4,0.542522,17.106549,5.808726,13.094777,0
6246,4001,624.5,0.271261,12.218964,5.426431,14.113519,0
6247,4001,624.6,0.325513,12.218964,4.910625,12.982947,0
6248,4001,624.7,0.434018,17.106549,4.430348,13.066897,0
6249,4001,624.8,0.632942,17.106549,3.84181,12.983731,0
6250,4001,624.9,0.271261,17.106549,3.286152,13.066897,0
6251,4001,625.0,0.434018,17.106549,2.7754,12.898482,0
6252,4001,625.1,0.723363,21.994135,2.22506,13.038741,0
6253,4001,625.2,0.271261,2.443793,1.148843,13.066897,0
6254,4001,625.3,0.452102,17.106549,0.875001,13.066897,0
6255,4001,625.4,0.452102,17.106549,0.603572,13.039236,0
6256,4001,625.5,0.180841,17.106549,0.692072,13.095076,0
6257,4001,625.6,0.271261,17.106549,0.729053,12.927084,0
6258,4001,625.7,0.452102,21.994135,0.536522,13.038741,0
6259,4001,625.8,0.542522,17.106549,0.518407,12.844201,0
6260,4001,625.9,0.180841,17.106549,0.347328,13.038741,0
6261,4001,626.0,0.217009,12.218964,0.427489,13.636862,0
6262,4001,626.1,0.542522,21.994135,0.449286,13.039037,0
6263,4001,626.2,0.361681,21.994135,0.427489,13.430949,0
6264,4001,626.3,0.271261,17.106549,0.318632,12.954409,0
6265,4001,626.4,0.452102,17.106549,0.40452,13.066897,0
6266,4001,626.5,0.759531,17.106549,0.326043,13.039037,0
6267,4001,626.6,0.632942,31.769306,0.433041,12.402858,0
6268,4001,626.7,0.723363,12.218964,0.421864,12.982498,0
6269,4001,626.8,3.164712,17.106549,0.885854,13.010881,0
6270,4001,626.9,1.898827,21.994135,1.235022,13.093967,0
6271,4001,627.0,2.604106,12.218964,1.676449,13.010608,0
6272,4001,627.1,5.244379,21.994135,2.065836,13.066897,0
6273,4001,627.2,6.329423,17.106549,2.464477,13.010881,0
6274,4001,627.3,4.340176,21.994135,2.896693,13.038741,0
6275,4001,627.4,5.099707,12.218964,3.555697,12.982498,0
6276,4001,627.5,9.132454,17.106549,4.491396,13.038741,0
6277,4001,627.6,9.494135,17.106549,5.156924,12.955575,0
6278,4001,627.7,9.403715,17.106549,5.73214,13.038741,0
6279,4001,627.8,9.674976,17.106549,6.719764,12.982498,0
6280,4001,627.9,5.42522,17.106549,7.221149,13.039037,0
6281,4001,628.0,7.324047,21.994135,7.669695,13.038741,0
6282,4001,628.1,5.877322,26.88172,8.08456,13.262349,0
6283,4001,628.2,0.849951,21.994135,8.343683,13.038741,0
6284,4001,628.3,2.441349,17.106549,8.171262,13.038741,0
6285,4001,628.4,1.085044,26.88172,7.888948,13.038741,0
6286,4001,628.5,0.723363,17.106549,7.676233,13.318461,0
6287,4001,628.6,0.434018,17.106549,7.399892,13.038741,0
6288,4001,628.7,0.325513,26.88172,7.052449,13.095076,0
6289,4001,628.8,0.108504,21.994135,6.635696,13.038741,0
6290,4001,628.9,0.180841,12.218964,6.359216,13.038741,0
6291,4001,629.0,0.271261,21.994135,5.841125,13.038741,0
6292,4001,629.1,0.271261,12.218964,5.358653,13.010608,0
6293,4001,629.2,0.271261,17.106549,4.874984,13.038741,0
6294,4001,629.3,0.108504,21.994135,4.285635,13.121697,0
6295,4001,629.4,0.162757,17.106549,3.836832,13.038741,0
6296,4001,629.5,0.379765,17.106549,3.289784,13.010881,0
6297,4001,629.6,0.632942,21.994135,2.802808,12.955378,0
6298,4001,629.7,0.217009,26.88172,2.145255,13.010881,0
6299,4001,629.8,0.217009,26.88172,0.973231,12.982498,0
6300,4001,629.9,0.108504,21.994135,0.96831,13.038741,0
6301,4001,630.0,0.325513,17.106549,0.84726,12.98322,0
6302,4001,630.1,0.452102,21.994135,0.603572,13.010881,0
6303,4001,630.2,0.054252,17.106549,0.454572,13.010608,0
6304,4001,630.3,0.452102,17.106549,0.536522,13.010608,0
6305,4001,630.4,0.434018,12.218964,0.540957,13.010881,0
6306,4001,630.5,0.452102,17.106549,0.470073,13.066622,0
6307,4001,630.6,0.217009,12.218964,0.360822,13.010881,0
6308,4001,630.7,0.271261,17.106549,0.40452,13.010881,0
6309,4001,630.8,0.325513,12.218964,0.449286,13.010881,0
6310,4001,630.9,0.361681,12.218964,0.427489,13.038741,0
6311,4001,631.0,0.162757,17.106549,0.318632,12.982748,0
6312,4001,631.1,0.632942,12.218964,0.373828,12.982748,0
6313,4001,631.2,0.452102,21.994135,0.278635,12.899753,0
6314,4001,631.3,0.325513,17.106549,0.326043,13.010881,0
6315,4001,631.4,0.397849,17.106549,0.803856,13.010881,0
6316,4001,631.5,1.953079,12.218964,1.302796,12.982748,0
6317,4001,631.6,4.249756,21.994135,1.672169,12.816384,0
6318,4001,631.7,3.092375,26.88172,2.003612,13.010881,0
6319,4001,631.8,3.743402,21.994135,2.459626,12.758769,0
6320,4001,631.9,4.394428,70.86999,2.940889,12.675461,0
6321,4001,632.0,5.153959,17.106549,3.601756,12.814008,0
6322,4001,632.1,9.222874,17.106549,4.540064,12.78863,0
6323,4001,632.2,5.696481,21.994135,5.206713,12.982498,0
6324,4001,632.3,1.916911,26.88172,5.883504,13.464261,0
6325,4001,632.4,5.587977,17.106549,6.528633,12.872108,0
6326,4001,632.5,11.51955,12.218964,7.2347,13.206665,0
6327,4001,632.6,4.44868,21.994135,7.843395,12.982748,0
6328,4001,632.7,5.696481,26.88172,8.065923,13.208461,0
6329,4001,632.8,2.007331,21.994135,8.011541,13.038741,0
6330,4001,632.9,1.989247,17.106549,8.050804,12.816696,0
6331,4001,633.0,0.759531,12.218964,8.030602,12.982748,0
6332,4001,633.1,1.844575,12.218964,7.536159,13.010881,0
6333,4001,633.2,0.271261,21.994135,7.362674,13.010881,0
6334,4001,633.3,0.632942,12.218964,7.157018,13.010881,0
6335,4001,633.4,0.452102,17.106549,6.671599,12.955087,0
6336,4001,633.5,0.813783,17.106549,6.261548,12.926796,0
6337,4001,633.6,0.271261,12.218964,5.772009,13.010881,0
6338,4001,633.7,0.379765,21.994135,5.429951,13.010881,0
6339,4001,633.8,0.271261,17.106549,4.805891,13.010881,0
6340,4001,633.9,0.361681,17.106549,4.355851,13.010608,0
6341,4001,634.0,0.271261,17.106549,3.767723,12.927084,0
6342,4001,634.1,0.162757,12.218964,3.214865,13.7355,0
6343,4001,634.2,0.108504,26.88172,2.701248,12.954637,0
6344,4001,634.3,0.325513,26.88172,2.080815,12.982748,0
6345,4001,634.4,0.217009,17.106549,1.041985,12.954906,0
6346,4001,634.5,0.271261,21.994135,0.806822,12.982748,0
6347,4001,634.6,0.108504,17.106549,0.779719,12.926548,0
6348,4001,634.7,0.452102,21.994135,0.738818,12.982748,0
6349,4001,634.8,0.325513,17.106549,0.712482,12.983039,0
6350,4001,634.9,0.542522,17.106549,0.513778,13.010608,0
6351,4001,635.0,0.108504,17.106549,0.449286,12.954637,0
6352,4001,635.1,0.108504,12.218964,0.416163,13.038741,0
6353,4001,635.2,0.271261,17.106549,0.40452,12.982748,0
6354,4001,635.3,0.452102,17.106549,0.470073,13.010608,0
6355,4001,635.4,0.271261,21.994135,0.40452,12.954906,0
6356,4001,635.5,0.723363,12.218964,0.421864,12.982748,0
6357,4001,635.6,0.723363,12.218964,0.421864,12.927084,0
